"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
"TWO MILLION WAYS",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-01-26 10:58:00","1d 11h 2m","SKAGEN ANCH",DK,,,,,-,,,-,,Laden,"Not in Transit",,209294000,9334571,13.9,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",PANAMAX/LR1,"STRAITS TANKERS LR1",,SINGAPORE,SINGAPORE,"REEDEREI NORD GMBH",,,GERMANY,,,,,"REEDEREI NORD GMBH",,,GERMANY,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"ONOMICHI DOCKYARD",,ONOMICHI,JAPAN,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,MITSUI,,,JAPAN,73965,,,-
"STELLA POLARIS",DEPARTURE,Port,LOMONOSOV,RU,RULOM,"2022-01-26 10:32:00","6d 14h 19m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,245911000,9187057,6.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TARBIT TANKERS BV",fleetservices@theodora.nl,,NETHERLANDS,"TARBIT TANKERS BV",fleetservices@theodora.nl,,NETHERLANDS,,,,,,,,,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"DAMEN SCHELDE NAVAL SHIPBUILDING",info@damennaval.com,FLUSHING,NETHERLANDS,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"MAK MASCHINENBAU",,,GERMANY,8297,,,-
"ECO BEL AIR",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-26 10:17:00","21h 19m","ISTANBUL ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,538090575,9794056,15.7,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,BP,,,U.K.,"CENTRAL MARE INC",ops@centralmare.com,,GREECE,"CHINA MERCHANTS BANK CMB",,,CHINA,"CENTRAL MARE INC",ops@centralmare.com,,GREECE,,,,,"HYUNDAI SAMHO HEAVY INDUSTRIES",hseun@hsi.co.kr,SAMHO,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,157285,,,-
"GAZPROMNEFT OMSK",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-26 09:41:00","5d 21h 49m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273371330,9418509,6.8,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"GAZPROM NEFT",,,RUSSIA,"GAZPROM NEFT",,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"DORTLER SHIPYARD",,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAK MASCHINENBAU",,,GERMANY,5373,,,-
MERCURY,DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2022-01-26 08:56:00","1d 12h 7m",KORSAKOV,RU,RUKOR,,,,-,,,-,,Laden,"Not in Transit",,273430250,9262170,6.8,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,NIKO,,,RUSSIA,"ODESSA TANKER CO",trbug@transbunker.com,,UKRAINE,,,,,NIKO,,,RUSSIA,"UK P & I CLUB",,LONDON,U.K.,"CELIK TEKNE SHIPYARD",info@celiktekne.com.tr,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ALPHA DIESELS",,,DENMARK,6938,,,-
ALATAU,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-26 08:19:00","1d 2h 18m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,538004518,9416551,10.7,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"KAZMORTRANSFLOT KMTF",info@kmtf.kz,,KAZAKHSTAN,"KAZMORTRANSFLOT KMTF",info@kmtf.kz,,KAZAKHSTAN,,,,,"COLUMBIA SHIPMANAGEMENT DEUTSCHLAND",csm@csmd.com,,GERMANY,"STANDARD P & I CLUB",,LONDON,U.K.,"SAMSUNG SHIPBUILDING  HEAVY INDUSTRIES",isnam@samsung.co.kr,GEOJE,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"DOOSAN ENGINE",,SEOUL,"SOUTH KOREA",115896,,,-
"RN POLARIS",DEPARTURE,Port,SLAVYANKA,RU,RUSKA,"2022-01-26 07:21:00","20h 23m","NAKHODKA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273352560,9327334,7.0,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,ROSNEFTEFLOT,postman@rosneft.ru,,RUSSIA,"MOLLER A P",,,DENMARK,,,,,ROSNEFTEFLOT,postman@rosneft.ru,,RUSSIA,"BRITANNIA STEAMSHIP INSURANCE ASSOCIATION LD",info@britanniapandi.com,LONDON,U.K.,"TUZLA SHIPBUILDING INDUSTRY",tuzlagemi@tuzlagemi.com.tr,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"CATERPILLAR MOTOREN",,,GERMANY,6843,,,-
"BUKHTA GERTNERA",DEPARTURE,Port,MAGADAN,RU,RUGDX,"2022-01-26 03:23:00","22h 43m","MAGADAN ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273218180,9183829,8.5,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TRANSOIL CO LTD OOO TRANSOIL",,,RUSSIA,"TEKHNOTEK LLC",,,RUSSIA,,,,,"TRANSOIL CO LTD OOO TRANSOIL",,,RUSSIA,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"GDYNIA SHIPYARD",mm@stocznia.gdynia.pl,GDYNIA,POLAND,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,CEGIELSKI,,POZNAN,POLAND,21852,,,-
"STENA ARCTICA",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-01-26 03:00:00","1d 10h 44m",PORVOO,FI,FIPRV,,,,-,,,-,,Laden,"Not in Transit",,257861000,9305556,14.3,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"NESTE CORP",,,FINLAND,"NESTE CORP",,,FINLAND,,,,,"OSM SHIP MANAGEMENT AS",,,NORWAY,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",117099,,,-
HUEY,DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-01-26 01:55:00","1d 14h 38m","ANTWERP ANCH",BE,,,,,-,,,-,,Laden,"Not in Transit",,538008324,9347308,10.3,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"NORIENT PRODUCT POOL APS",all@norientpool.com,,DENMARK,"TUFTON OCEANIC LTD",,,U.K.,,,,,"CLAUSPETER OFFEN TANKSCHIFFREEDEREI GMBH & CO",,,GERMANY,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"BW DIESEL",,COPENHAGEN,DENMARK,37304,1819,,-
KRITI,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-26 01:16:00","1d 17h 51m","ICDAS ANCH",TR,,,,,-,,,-,,"Partially Laden","Not in Transit",,241322000,9270737,9.3,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYMAX/MR,"AVIN INTERNATIONAL SA",avin@avin.gr,,GREECE,"AVIN INTERNATIONAL SA",avin@avin.gr,,GREECE,,,,,"AVIN INTERNATIONAL SA",avin@avin.gr,,GREECE,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"IWAGI SHIPBUILDING",,KAMIJIMA,JAPAN,"KOREAN REGISTER OF SHIPPING",krbell@krs.co.kr,BUSAN,"SOUTH KOREA","BW DIESEL",,COPENHAGEN,DENMARK,47999,,,-
"CRUDE CENTURION",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-25 23:36:00","16h 53m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,538003868,9436020,12.8,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"PETROLEO BRASILIERO SA PETROBRAS",,,BRAZIL,"STEALTH MARITIME CORP SA",maritime@stealth.gr,ATHENS,GREECE,,,,,"STEALTH MARITIME CORP SA",maritime@stealth.gr,ATHENS,GREECE,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"NEW TIMES SHIPBUILDING",business@ntship.com.cn,JINGJIANG,CHINA,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,HYUNDAI,,,"SOUTH KOREA",112863,,,-
"MARAN HELIOS",DEPARTURE,Port,KOZMINO,RU,RUKOZ,"2022-01-25 23:06:00","1d 8h 53m","ZHANJIANG ANCH",CN,,,,,-,,,-,,Laden,"Not in Transit",,241487000,9761358,16.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,TRAFIGURA,,,NETHERLANDS,"MARAN TANKERS MANAGEMENT",mail@marantankers.gr,,GREECE,,,,,"MARAN TANKERS MANAGEMENT",mail@marantankers.gr,,GREECE,,,,,"DAEWOO MANGALIA HEAVY INDUSTRIES",dmhi@dmhi.ct.ro,MANGALIA,ROMANIA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,156458,,,-
"NS POWER",DEPARTURE,Port,VLADIVOSTOK,RU,RUVVO,"2022-01-25 22:34:00",37m,,,,,,,-,,,-,,Laden,"In Transit",,636012897,9322968,9.3,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,SOVCOMFLOT,,,RUSSIA,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"SHINASB YARD",sas@isis.co.kr,TONGYOUNG,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"BW DIESEL",,COPENHAGEN,DENMARK,40161,,,-
"PERSEUS STAR",DEPARTURE,Port,TAMAN,RU,RUTAM,"2022-01-25 22:17:00","3d 6h 34m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,538009247,9891684,13.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"MAERSK LR POOL",,,DENMARK,"CHARTWORLD SHIPPING CORP",,,GREECE,,,,,"COLUMBIA SHIPMANAGEMENT DEUTSCHLAND",csm@csmd.com,,GERMANY,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,,,,,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,116027,,,-
"NS POWER",DEPARTURE,Port,VLADIVOSTOK,RU,RUVVO,"2022-01-25 20:44:00","4d 21h 46m","VLADIVOSTOK ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,636012897,9322968,9.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,SOVCOMFLOT,,,RUSSIA,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"SHINASB YARD",sas@isis.co.kr,TONGYOUNG,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"BW DIESEL",,COPENHAGEN,DENMARK,40161,,,-
ONYX,DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-01-25 19:35:00","1d 14h 19m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,275484000,9169782,8.8,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"NT MARINE LTD AS NT MARINE ",,,ESTONIA,"NT MARINE LTD AS NT MARINE ",,,ESTONIA,,,,,,,,,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"NORDIC YARDS WISMAR",germany@wadanyards.com,WISMAR,GERMANY,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"MAN ENERGY SOLUTIONS",,AUGSBURG,GERMANY,15441,,,-
"ICE ENERGY",DEPARTURE,Port,TAMAN,RU,RUTAM,"2022-01-25 18:08:00","1d 10h 49m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,636012628,9301732,12.5,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",PANAMAX/LR1,"CARIBBEAN TANKERS CA",,,VENEZUELA,"DYNACOM TANKERS MANAGEMENT LTD DTM",marine@dynacomtm.com,,GREECE,,,,,"CARIBBEAN TANKERS CA",,,VENEZUELA,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"ONOMICHI DOCKYARD",,ONOMICHI,JAPAN,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,MITSUI,,,JAPAN,70377,,,-
"ORTOLAN COCO",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-01-25 15:50:00","1d 16h 38m","SKAGEN ANCH",DK,,,,,-,,,-,,Laden,"Not in Transit",,636093029,9326897,13.1,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",PANAMAX/LR1,"HAFNIA POOLS PTE LTD",,SINGAPORE,SINGAPORE,"MARINVEST AB",,,SWEDEN,"SKAGERACK INVEST LTD",,,BERMUDA,"THOME SHIP MANAGEMENT PTE LTD",,SINGAPORE,SINGAPORE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,,,,,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,BRODOSPLIT,uprava@brodosplit.hr,SPLIT,CROATIA,74992,,,-
"SERGEY TERSKOV",DEPARTURE,Port,KAVKAZ,RU,RUKZP,"2022-01-25 15:46:00","1d 4h 1m","KAVKAZ ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273387430,9637961,4.2,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"MOSCOW RIVER SHIPPING CO",reception@mosrp.ru,,RUSSIA,"MOSCOW RIVER SHIPPING CO",reception@mosrp.ru,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"ASPO LOTOS",,NARIMANOV,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,6613,,,-
"MONTE SERANTES",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-25 15:17:00","19h 48m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,255806319,9841615,15.7,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,"REPSOL PETROLEO SA",,,SPAIN,"MONTE SERANTES TRANSPORTES",,BILBAO,SPAIN,,,,,"IBAIZABAL TANKERS SL",imsadmin@ibaizabalms.com,,SPAIN,"BRITANNIA STEAMSHIP INSURANCE ASSOCIATION LD",info@britanniapandi.com,LONDON,U.K.,"NEW TIMES SHIPBUILDING",business@ntship.com.cn,JINGJIANG,CHINA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,,,,,156584,,,-
