"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
AKHTY,DEPARTURE,Port,YEYSK,RU,RUYEY,"2021-12-31 18:45:00","5d 8h 53m","ISTANBUL ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,273338920,9435337,4.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,,,,,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7050,,,-
FANTASIA,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-31 18:05:00","1d 17h 35m",VENTSPILS,LV,LVVNT,,,,-,,,-,,Laden,"Not in Transit",,247279600,9378371,11.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,TRAFIGURA,,,NETHERLANDS,"MORFINI SRL",info@morfinispa.it,,ITALY,,,,,"MILLENIA MARITIME INC",info@millenia.gr,,GREECE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"SHINASB YARD",sas@isis.co.kr,TONGYOUNG,"SOUTH KOREA","REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"DOOSAN ENGINE",,SEOUL,"SOUTH KOREA",51434,,,-
FILYOZ,DEPARTURE,Port,SVETLY,RU,RUSTY,"2021-12-31 17:32:00","1d 2h 34m","GOTEBORG ANCH",SE,,,,,-,,,-,,"Partially Laden","Not in Transit",,215090000,9407213,6.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"YARDIMCI SHIPPING GROUP",,,TURKEY,"YARDIMCI SHIPPING GROUP",,,TURKEY,,,,,,,,,"BRITANNIA STEAMSHIP INSURANCE ASSOCIATION LD",info@britanniapandi.com,LONDON,U.K.,"DEARSAN SHIPYARD",dearsan@dearsan.com,ISTANBUL,TURKEY,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"MAN DIESEL  TURBO",,,GERMANY,5699,,,-
ODIN,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-31 17:12:00","13h 2m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,273426280,9151890,6.7,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,KONTURSPB,,,RUSSIA,KONTURSPB,,,RUSSIA,,,,,KONTURSPB,,,RUSSIA,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"QIUXIN SHIPYARD",business@qiuxin.com.cn,SHANGHAI,CHINA,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"WARTSILA NETHERLANDS",,,NETHERLANDS,8269,,,-
LOUIE,DEPARTURE,Port,TUAPSE,RU,RUTUA,"2021-12-31 16:46:00","1d 5h 29m","ISTANBUL ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,538008325,9353113,10.3,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"NORIENT PRODUCT POOL APS",all@norientpool.com,,DENMARK,"TUFTON OCEANIC LTD",,,U.K.,,,,,"CLAUSPETER OFFEN TANKSCHIFFREEDEREI GMBH & CO",,,GERMANY,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"BW DIESEL",,COPENHAGEN,DENMARK,37321,1819,,-
SEAMAGIC,DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2021-12-31 16:31:00","1d 16h 41m","AUGUSTA ANCH",IT,,,,,-,,,-,,Laden,"Not in Transit",,249266000,9317949,14.4,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"BRITANNIA STEAMSHIP INSURANCE ASSOCIATION LD",info@britanniapandi.com,LONDON,U.K.,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",116905,,,-
TAURUS,DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2021-12-31 15:04:00","15h 12m","YUZHNO-MORSKOY ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,273350980,9038969,6.3,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"PIETRO BARBARO GROUP",,,ITALY,"PIETRO BARBARO GROUP",,,ITALY,,,,,,,,,"UK P & I CLUB",,LONDON,U.K.,"LOLAND VERFT",,"LEIRVIK I SOGN",NORWAY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"KRUPP MAK",,,GERMANY,10908,,,-
"VF TANKER 12",DEPARTURE,Port,TEMRYUK,RU,RUTMR,"2021-12-31 14:38:00","3d 34m","TEMRYUK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273358170,9645011,4.2,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,7025,,,-
"LIGOVSKY PROSPECT",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-31 14:15:00","16h 30m",BURGAS,BG,BGBOJ,,,,-,,,-,,"Partially Laden","Not in Transit",,636011641,9256066,9.9,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"LITASCO GENEVA",,,SWITZERLAND,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","UK P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"HSD ENGINE",service.engine@hsdengine.com,,"SOUTH KOREA",114598,,,-
"CIELO DI ULSAN",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-31 13:51:00","1d 7h 46m","CANAKKALE ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,256902000,9717266,11.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"DAMICO TANKERS LTD",,DUBLIN,IRELAND,"DAMICO TANKERS LTD",,DUBLIN,IRELAND,,,,,"DAMICO SOCIETA DI NAVIGAZIONE",,,ITALY,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"HYUNDAI VINASHIN SHIPYARD",hvs@dng.vnn.vn,"NINH PHUOC",VIETNAM,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,HYUNDAI,,,"SOUTH KOREA",39000,,,-
"MEKHANIK KHARITONOV",DEPARTURE,Port,ROSTOV-ON-DON,RU,RUROV,"2021-12-31 12:57:00","21h 25m","AZOV ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,273351430,9630975,3.0,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,5565,,,-
PLANEO,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-31 12:39:00","21h 38m","BOURGAS ANCH",BG,,,,,-,,,-,,Laden,"Not in Transit",,273393460,9711248,4.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"BMZ GROUP DENIZCILIK VE INSAAT SANAYI AS",,,TURKEY,"PLANEO SHIPPING LTD",,MOSCOW,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"TURKTER SHIPYARD",turkter-shipyard@sadikogugroup.com,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7150,,,-
"NISSOS SIKINOS",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-31 12:20:00","20h 35m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,538008915,9884033,15.6,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,"STATE OIL COMPANY OF AZERBAIJAN SOCAR",,,AZERBAIJAN,"OKEANIS ECO TANKERS",,,GREECE,,,,,"KYKLADES MARITIME CORP",technical@kykmar.gr,,GREECE,,,,,,,,,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,157447,,,-
DAFNE,DEPARTURE,Port,YEYSK,RU,RUYEY,"2021-12-31 11:09:00","2d 7h 42m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273355800,9540340,4.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"PIETRO BARBARO GROUP",,,ITALY,"PIETRO BARBARO GROUP",,,ITALY,,,,,,,,,"UK P & I CLUB",,LONDON,U.K.,"HAICHUAN SHIPYARD",,YANGZHOU,CHINA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WEICHAI HEAVY MACHINERY CO LTD",,WEIFANG,CHINA,6289,,,-
LIA,DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2021-12-31 10:53:00","2d 16h 24m","NAKHODKA ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,636013794,9417751,11.5,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",PANAMAX/LR1,TRAFIGURA,,,NETHERLANDS,"PINTAIL BV",,,NETHERLANDS,,,,,"MARWAVE SHIPMANAGEMENT SRL",info@marwave.nl,,ITALY,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"NEW TIMES SHIPBUILDING",business@ntship.com.cn,JINGJIANG,CHINA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"HUDONG HEAVY MACHINERY",web@ahhudong.com,ANHUI,CHINA,73723,,,-
"NIZAMI GANJAVI",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-31 10:20:00","3d 44m","ISTANBUL ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,273314230,9369617,4.3,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,,,,,,,,,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"TERSAN SHIPYARD",tersan@tersan.com.tr,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,6526,,,-
"RN TUAPSE",DEPARTURE,Port,KAVKAZ,RU,RUKZP,"2021-12-31 08:54:00","1d 8h 38m","KAVKAZ ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273329070,9599353,4.6,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,ROSNEFTEFLOT,postman@rosneft.ru,,RUSSIA,"SVL MARINE TRANSIT SERVICES LLC",,,RUSSIA,,,,,ROSNEFTEFLOT,postman@rosneft.ru,,RUSSIA,"STANDARD P & I CLUB",,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,7102,,,-
"KRITI LEGEND",DEPARTURE,Port,KOZMINO,RU,RUKOZ,"2021-12-31 07:49:00","1d 4h 5m","LANSHAN ANCH",CN,,,,,-,,,-,,Laden,"Not in Transit",,636019634,9398266,14.1,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"AVIN INTERNATIONAL SA",avin@avin.gr,,GREECE,"AVIN INTERNATIONAL SA",avin@avin.gr,,GREECE,,,,,"AVIN INTERNATIONAL SA",avin@avin.gr,,GREECE,"UK P & I CLUB",,LONDON,U.K.,"TSUNEISHI TADOTSU FACTORY",info@ts.tsuneishi.co.jp,TADOTSU,JAPAN,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,MITSUI,,,JAPAN,107518,,,-
"CASCADE SPIRIT",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-31 06:32:00","18h 44m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000335,9399492,16.0,,NONE,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,"TEEKAY TANKERS LTD",,,"MARSHALL ISLANDS","TEEKAY TANKERS LTD",,,"MARSHALL ISLANDS","MARITIME ASSET PARTNERS SARL",,,LUXEMBOURG,"ANGLOEASTERN SHIPMANAGEMENT SINGAPORE PTD LED",,SINGAPORE,SINGAPORE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"JIANGSU RONGSHENG HEAVY INDUSTRIES",tech@nrs.com.cn,RUGAO,CHINA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,HYUNDAI,,,"SOUTH KOREA",156853,,,-
"NIKOLAY VELIKIY",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-31 03:27:00","1d 9h 45m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273427090,9766085,6.1,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"INTERBUNKER ASSETS LTD",,,CYPRUS,"INTERBUNKER ASSETS LTD",,,CYPRUS,,,,,"INMORTERMINAL LLC",,,RUSSIA,,,,,"SHEN FEI SHIPBUILDING",,RONGCHENG,CHINA,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA",6166,,,-
AEGEAS,DEPARTURE,Port,TUAPSE,RU,RUTUA,"2021-12-31 03:25:00","1d 11h 20m","SAMSUN ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,636014902,9315800,10.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,,,,,"TSAKOS COLUMBIA SHIPMANAGEMENT",shipmgrs@tcsm.gr,,GREECE,"UK P & I CLUB",,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",39378,,,-
