"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
"TORM TEVERE",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-01-12 15:49:00","1d 17h 4m","SKAGEN ANCH",DK,,,,,-,,,-,,Laden,"Not in Transit",,220556000,9302126,10.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TORM DAMPSKIBSSELSKABET AS",,,DENMARK,"TORM DAMPSKIBSSELSKABET AS",,,DENMARK,,,,,"TORM DAMPSKIBSSELSKABET AS",,,DENMARK,"BRITANNIA STEAMSHIP INSURANCE ASSOCIATION LD",info@britanniapandi.com,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",36990,,,-
"VF TANKER 3",DEPARTURE,Port,TUAPSE,RU,RUTUA,"2022-01-12 15:12:00","8h 5m","CONSTANTA ANCH",RO,,,,,-,,,-,,Laden,"Not in Transit",,273353450,9640516,4.2,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,7004,,,-
"ICE EAGLE",DEPARTURE,Port,"ARCTIC LNG 2",RU,,"2022-01-12 14:42:00","5d 5h 26m",MURMANSK,RU,RUMMK,,,,-,,,-,,"Partially Laden","Not in Transit",,273436640,9171175,7.9,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"ROSWELL TANKERS CORP ",rtc@rtc.gr,,GREECE,"ROSWELL TANKERS CORP ",rtc@rtc.gr,,GREECE,,,,,"ROSWELL TANKERS CORP ",rtc@rtc.gr,,GREECE,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"ADMIRALTY WHARVES",admiral300@mail.ru,ST.PETERSBURG,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,19740,,,-
"NIMBUS SPB",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-01-12 14:25:00","1d 1h 11m",VYSOTSK,RU,RUVYS,,,,-,,,-,,Laden,"Not in Transit",,273350170,8821761,6.4,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"SIRIUS REDERI AB",,,SWEDEN,"JOINT STOCK CO LUKOIL",,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"IHC OFFSHORE & MARINE",,"KRIMPEN AAN DEN IJSSEL",NETHERLANDS,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"BERGEN GROUP BMV",post@bergengroup.no,BERGEN,NORWAY,7070,,,-
"LOMONOSOV PROSPECT",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-01-12 14:03:00","1d 14h 18m","ROTTERDAM ANCH",NL,,,,,-,,,-,,Laden,"Not in Transit",,636018688,9826732,14.3,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,SOVCOMFLOT,,,RUSSIA,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES",,,,,,,,,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,113226,,,-
"BUKHTA GERTNERA",DEPARTURE,Port,VLADIVOSTOK,RU,RUVVO,"2022-01-12 11:50:00",29m,,,,,,,-,,,-,,Laden,"In Transit",,273218180,9183829,8.2,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TRANSOIL CO LTD OOO TRANSOIL",,,RUSSIA,"TEKHNOTEK LLC",,,RUSSIA,,,,,"TRANSOIL CO LTD OOO TRANSOIL",,,RUSSIA,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"GDYNIA SHIPYARD",mm@stocznia.gdynia.pl,GDYNIA,POLAND,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,CEGIELSKI,,POZNAN,POLAND,21852,,,-
"SVL PRIDE",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-12 11:06:00","1d 2h 21m",BURGAS,BG,BGBOJ,,,,-,,,-,,Laden,"Not in Transit",,273324070,9599341,4.5,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"SVL MARINE TRANSIT SERVICES LLC",,,RUSSIA,"SVL MARINE TRANSIT SERVICES LLC",,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,7111,,,-
ATLANTICOS,DEPARTURE,Port,VLADIVOSTOK,RU,RUVVO,"2022-01-12 09:41:00",35m,,,,,,,-,,,-,,Laden,"In Transit",,538008813,9282986,10.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,,,,,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,"AMERICAN STEAMSHIP OWNER P & I ASSOCIATION",info@american-club.com,"NEW YORK NY",U.S.A.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA",37106,,,-
"ARROW STAR 1",DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-01-12 09:22:00","1d 1h 2m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,256791000,9435313,7.1,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"PALMALI SHIPPING SERVICES & AGENCY CO LTD",palmali@palmali.com,,TURKEY,"PALMALI SHIPPING SERVICES & AGENCY CO LTD",palmali@palmali.com,,TURKEY,,,,,,,,,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"WARTSILA FINLAND",,HELSINKI,FINLAND,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"WARTSILA FINLAND",,HELSINKI,FINLAND,13030,,,-
GHEBA,DEPARTURE,Port,TAGANROG,RU,RUTAG,"2022-01-12 09:12:00","22h 48m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273355910,9560936,4.5,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"PIETRO BARBARO GROUP",,,ITALY,"PIETRO BARBARO GROUP",,,ITALY,,,,,,,,,"UK P & I CLUB",,LONDON,U.K.,"HAICHUAN SHIPYARD",,YANGZHOU,CHINA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WEIFANG DIESEL",,,CHINA,7451,,,-
"FURE WEST",DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-01-12 09:07:00","1d 5h 14m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,266235000,9301873,9.5,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"FURETANK REDERI AB",furetank@furetank.se,,SWEDEN,"FURETANK REDERI AB",furetank@furetank.se,,SWEDEN,,,,,"FURETANK REDERI AB",furetank@furetank.se,,SWEDEN,"THE SWEDISH CLUB",swedish.club@swedishclub.com,GOTHENBURG,SWEDEN,"EDWARD SHIPYARD",czghsesc@isdnnet.sta.net.cn,SHANGHAI,CHINA,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"CATERPILLAR USA",,,U.S.A.,17557,,,-
"STI CLAPHAM",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-01-12 08:26:00","1d 3h 21m","DW ANCHORAGE",DE,,,,,-,,,-,,Laden,"Not in Transit",,538005407,9696577,11.3,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SCORPIO TANKERS INC",,,MONACO,"SCORPIO TANKERS INC",,,MONACO,,,,,"CLAUSPETER OFFEN TANKSCHIFFREEDEREI GMBH & CO",,,GERMANY,"STANDARD P & I CLUB",,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",38734,,,-
ATLANTICOS,DEPARTURE,Port,VLADIVOSTOK,RU,RUVVO,"2022-01-12 08:25:00","3d 7h 59m","SLAVYANKA ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,538008813,9282986,9.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,,,,,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,"AMERICAN STEAMSHIP OWNER P & I ASSOCIATION",info@american-club.com,"NEW YORK NY",U.S.A.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA",37106,,,-
"STEN MOSTER",DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-01-12 08:11:00","1d 3h 44m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,257840000,9341184,8.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"STENERSEN AS REDERIET",,,NORWAY,"STENERSEN AS REDERIET",,,NORWAY,,,,,,,,,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"JIANGNAN SHIPYARD GROUP",jninfo@jnshipyard.com.cn,SHANGHAI,CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"WARTSILA FINLAND",,HELSINKI,FINLAND,16670,,,-
DAFNE,DEPARTURE,Port,YEYSK,RU,RUYEY,"2022-01-12 07:25:00","1d 5h 40m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273355800,9540340,4.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"PIETRO BARBARO GROUP",,,ITALY,"PIETRO BARBARO GROUP",,,ITALY,,,,,,,,,"UK P & I CLUB",,LONDON,U.K.,"HAICHUAN SHIPYARD",,YANGZHOU,CHINA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WEICHAI HEAVY MACHINERY CO LTD",,WEIFANG,CHINA,6289,,,-
"STEALTH HARALAMBOS",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-12 07:15:00","18h 50m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,538009175,9386536,13.5,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"SIGNAL PROJECTS LTD",,,GREECE,"STEALTH MARITIME CORP SA",maritime@stealth.gr,ATHENS,GREECE,,,,,"SIGNAL MARITIME",,,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"NEW TIMES SHIPBUILDING",business@ntship.com.cn,JINGJIANG,CHINA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"DOOSAN ENGINE",,SEOUL,"SOUTH KOREA",113021,,,-
"ZALIV NAKHODKA",DEPARTURE,Port,SLAVYANKA,RU,RUSKA,"2022-01-12 06:10:00","1d 5h 38m","VLADIVOSTOK ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,273326750,8906951,6.8,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"NAYADA CO LTD",nayada@online.nakhodka.ru,,RUSSIA,"NAYADA CO LTD",nayada@online.nakhodka.ru,,RUSSIA,,,,,,,,,"THE SWEDISH CLUB",swedish.club@swedishclub.com,GOTHENBURG,SWEDEN,"VARD SOEVIKNES",soviknes@vard.com,SOVIK,NORWAY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAK MASCHINENBAU",,,GERMANY,8490,,,-
"AVRORA SIRIUS",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-01-12 04:05:00",57m,,,,,,,-,,,-,,Laden,"In Transit",,273445480,9313589,3.6,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"LLC AVRORASHIPPING",,ROSTOV,RUSSIA,"STATE TRANSPORT LEASING COMPANY PJSC",,,RUSSIA,,,,,"LLC AVRORASHIPPING",,ROSTOV,RUSSIA,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,5600,,,-
"LUCKY SAILOR",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-12 02:50:00","1d 7h 20m","AGIOI THEODOROI ANCH",GR,,,,,-,,,-,,Laden,"Not in Transit",,248132000,9464352,11.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"EASTERN MEDITERRANEAN MARITIME LTD",email@eastmed.gr,,GREECE,"EASTERN MEDITERRANEAN MARITIME LTD",email@eastmed.gr,,GREECE,,,,,"EASTERN MEDITERRANEAN MARITIME LTD",email@eastmed.gr,,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",37596,,,-
"ELANDRA BALTIC",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-01-12 02:16:00","1d 13h 17m",VENTSPILS,LV,LVVNT,,,,-,,,-,,Laden,"Not in Transit",,538004371,9482562,10.5,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,MANSEL,,,NETHERLANDS,"LATVIAN SHIPPING CO",lsc@lscgroup.lv,,LATVIA,,,,,"LSC SHIPMANAGEMENT SIA",,,LATVIA,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,HYUNDAI,,,"SOUTH KOREA",51406,,,-
SINGLE,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-12 01:58:00","1d 5h 38m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,538009010,9377664,11.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SCORPIO HANDYMAX POOL SHTP",,,MONACO,"GENEL DENIZCILIK NAKLIYATI AS GEDEN LINES",,,TURKEY,,,,,"ZENITH GEMI ISLETMECILIGI AS",operation@zenithmanagement.net,,TURKEY,"STANDARD P & I CLUB",,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA",37824,,,-
