"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
"ARMADA NAVIGATOR",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-02-09 15:52:00",49m,,,,,,,-,,,-,,Laden,"In Transit",,273437560,9314727,4.1,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"PALMALI SHIPPING SERVICES & AGENCY CO LTD",palmali@palmali.com,,TURKEY,"PALMALI SHIPPING SERVICES & AGENCY CO LTD",palmali@palmali.com,,TURKEY,,,,,,,,,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"TERSAN SHIPYARD",tersan@tersan.com.tr,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,6444,,,-
"MOSKOVSKY PROSPECT",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-02-09 13:15:00","1d 11h 45m",GDANSK,PL,PLGDN,,,,-,,,-,,Laden,"Not in Transit",,636014354,9511521,14.4,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,SOVCOMFLOT,,,RUSSIA,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"HYUNDAI SAMHO HEAVY INDUSTRIES",hseun@hsi.co.kr,SAMHO,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"BW DIESEL",,COPENHAGEN,DENMARK,113867,,,-
"SANAR 4",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-02-09 12:42:00","1h 5m",,,,,,,-,,,-,,Laden,"In Transit",,273359760,9476771,4.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"YUG RUSI  GOLDEN GRAIN CO LTD",,,RUSSIA,"YUG RUSI  GOLDEN GRAIN CO LTD",,,RUSSIA,,,,,,,,,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"CUMMINS UK",,,U.K.,6670,,,-
"RN POLARIS",DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2022-02-09 09:52:00","6h 40m","NAKHODKA ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,273352560,9327334,6.0,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,ROSNEFTEFLOT,postman@rosneft.ru,,RUSSIA,"MOLLER A P",,,DENMARK,,,,,ROSNEFTEFLOT,postman@rosneft.ru,,RUSSIA,"BRITANNIA STEAMSHIP INSURANCE ASSOCIATION LD",info@britanniapandi.com,LONDON,U.K.,"TUZLA SHIPBUILDING INDUSTRY",tuzlagemi@tuzlagemi.com.tr,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"CATERPILLAR MOTOREN",,,GERMANY,6843,,,-
ALAJA,DEPARTURE,Port,MAKHACHKALA,RU,RUMCX,"2022-02-09 08:30:00","1d 2h 47m","ALADZHA ANCH",TM,,,,,-,,,-,,"Partially Laden","Not in Transit",,434122600,9702663,3.4,,DISCHARGE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"TURKMEN MARINE MERCHANT FLEET",,,TURKMENISTAN,"TURKMEN MARINE MERCHANT FLEET",,,TURKMENISTAN,,,,,,,,,,,,,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7116,,,-
"VF TANKER 12",DEPARTURE,Port,TEMRYUK,RU,RUTMR,"2022-02-09 06:32:00","3d 3h 26m","TEMRYUK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273358170,9645011,4.2,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,7025,,,-
"NIKOLAY SHALAVIN",DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2022-02-09 05:31:00","23h 57m","NAKHODKA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273359970,9217321,5.8,,DISCHARGE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"ODESSA TANKER CO",trbug@transbunker.com,,UKRAINE,"ODESSA TANKER CO",trbug@transbunker.com,,UKRAINE,,,,,,,,,"VSK INSURANCE GROUP",,MOSCOW,RUSSIA,"CELIK TEKNE SHIPYARD",info@celiktekne.com.tr,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN ENERGY SOLUTIONS",,AUGSBURG,GERMANY,5500,,,-
"ATLANTIC CANYON",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-02-09 05:11:00","3d 7h 12m","DARDANELES WAIT AREA",TR,,,,,-,,,-,,Laden,"Not in Transit",,477225800,9383974,10.5,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"HANDYTANKERS KS",cph.ops@handytankers.com,,DENMARK,"CIDO SHIPPING AND TRADING CO",,,"HONG KONG (CHINA)",,,,,"EXECUTIVE SHIP MANAGEMENT PTE LTD",,SINGAPORE,SINGAPORE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","KOREAN REGISTER OF SHIPPING",krbell@krs.co.kr,BUSAN,"SOUTH KOREA","HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA",36677,,,-
AEGEA,DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-02-09 05:02:00","1d 7h 49m",PURFLEET,GB,GBPFT,,,,-,,,-,,"Partially Laden","Not in Transit",,215004000,9326500,10.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,"CHANDRIS GROUP",,,GREECE,"CHANDRIS GROUP",,,GREECE,,,,,"CHANDRIS HELLAS INC",chandrishellas@chandrisgroup.gr,,GREECE,"UK P & I CLUB",,LONDON,U.K.,"ETHIOPIAN SHIPPING LINES SHARE CO ESLSC",,,ETHIOPIA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,,,,,51371,,,-
CAPELLA,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-02-09 04:46:00","4d 21h 31m","DARDANELES WAIT AREA",TR,,,,,-,,,-,,Laden,"Not in Transit",,574005430,9278650,10.6,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SAO VIET PETROL TRANSPORTATION CO LTD",,,VIETNAM,"SAO VIET PETROL TRANSPORTATION CO LTD",,,VIETNAM,,,,,"PETROVIETNAM TRANSPORTATION CORP PV TRANS",,,VIETNAM,"UK P & I CLUB",,LONDON,U.K.,"SHIN KURUSHIMA ONISHI SHIPYARD",webmaster@skdy.co.jp,IMABARI,JAPAN,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"MAN ENERGY SOLUTIONS",,AUGSBURG,GERMANY,32315,,,-
ODIN,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-02-09 04:25:00","3d 1h 48m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,273426280,9151890,6.0,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,KONTURSPB,,,RUSSIA,KONTURSPB,,,RUSSIA,,,,,KONTURSPB,,,RUSSIA,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"QIUXIN SHIPYARD",business@qiuxin.com.cn,SHANGHAI,CHINA,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"WARTSILA NETHERLANDS",,,NETHERLANDS,8269,,,-
DEWEY,DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-02-09 02:30:00","1d 14h 44m","SKAGEN ANCH",DK,,,,,-,,,-,,Laden,"Not in Transit",,538008323,9353096,10.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"JOINT STOCK CO LUKOIL",,,RUSSIA,"TUFTON OCEANIC LTD",,,U.K.,,,,,"CLAUSPETER OFFEN TANKSCHIFFREEDEREI GMBH & CO",,,GERMANY,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"BW DIESEL",,COPENHAGEN,DENMARK,37297,1819,,-
SEABRAVERY,DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-02-09 01:29:00","1d 20h 55m",SILLAMAE,EE,EESLM,,,,-,,,-,,"Partially Laden","Not in Transit",,215782000,9288734,11.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"HYUNDAI SAMHO HEAVY INDUSTRIES",hseun@hsi.co.kr,SAMHO,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"BW DIESEL",,COPENHAGEN,DENMARK,105042,,,-
"BORIS SOKOLOV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-02-09 00:28:00","1d 1h 30m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,209387000,9817315,12.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",HANDYMAX/MR,"YAMAL LNG OAO",,,RUSSIA,"DYNACOM TANKERS MANAGEMENT LTD DTM",marine@dynacomtm.com,,GREECE,"ICBC FINANCIAL LEASING CO LTD",webmaster@icbcleasing.com,,CHINA,"DYNACOM TANKERS MANAGEMENT LTD DTM",marine@dynacomtm.com,,GREECE,,,,,"GUANGZHOU INTERNATIONAL SHIPYARD",gsi@chinagsi.com,GUANGZHOU,CHINA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,51416,,,-
"CLEAROCEAN AJAX",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-02-08 23:38:00","1d 20h 12m","SKAGEN ANCH",DK,,,,,-,,,-,,Laden,"Not in Transit",,636019152,9850692,13.8,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"CLEARLAKE SHIPPING LTD",,,SWITZERLAND,"OCEANGOLD TANKERS INC",contact@oceangold.gr,,GREECE,,,,,"OCEANGOLD TANKERS INC",contact@oceangold.gr,,GREECE,,,,,,,,,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,,,,,113252,,,-
"BALTIC FAVOUR",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-02-08 21:32:00","2d 18h 37m","SILLAMAE ANCH",EE,,,,,-,,,-,,Laden,"Not in Transit",,229883000,9327372,10.8,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"NORIENT PRODUCT POOL APS",all@norientpool.com,,DENMARK,"BALTIC S PRODUKTENTANKSCHIFFAHRTSGESELLSCHAFT",,,GERMANY,,,,,"INTERORIENT MARINE SERVICES",,,CYPRUS,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,BMZ,,BRYANSK,RUSSIA,37105,,,-
"VF TANKER 15",DEPARTURE,Port,LOMONOSOV,RU,RULOM,"2022-02-08 20:54:00","4d 15h 30m","SILLAMAE ANCH",EE,,,,,-,,,-,,Laden,"Not in Transit",,273353180,9645047,4.3,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7026,,,-
"STENA ARCTICA",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-02-08 20:37:00","1d 13h 9m","PORVOO ANCH",FI,,,,,-,,,-,,Laden,"Not in Transit",,257861000,9305556,14.3,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"NESTE CORP",,,FINLAND,"NESTE CORP",,,FINLAND,,,,,"OSM SHIP MANAGEMENT AS",,,NORWAY,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",117099,,,-
"DON RIVER",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-02-08 18:43:00",43m,,,,,,,-,,,-,,"Partially Laden","In Transit",,273337920,9435349,3.9,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,,,,,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,7070,,,-
"AVRORA ASTRAY",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-02-08 18:25:00",48m,,,,,,,-,,,-,,Laden,"In Transit",,273431390,9340879,3.7,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"NAVIGATOR LCC",,,RUSSIA,"ARMATOR CO LTD",,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,5600,,,-
MARLIN,DEPARTURE,Port,AZOV,RU,RUAZO,"2022-02-08 17:56:00",52m,,,,,,,-,,,-,,Laden,"In Transit",,273452590,9585912,4.1,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"TRINITY SHIPPING LLC",,,RUSSIA,"TRINITY SHIPPING LLC",,,RUSSIA,,,,,"TRINITY SHIPPING LLC",,,RUSSIA,,,,,"VOLGOGRAD SHIPBUILDING",vsp@vlink.ru,VOLGOGRAD,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7008,,,-
