"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
"CYGNUS PASSAGE",DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2021-12-25 18:15:00","1d 7h 49m",NIIGATA,JP,JPKIJ,,,,-,,,-,,"Partially Laden","Not in Transit",,309739000,9376294,9.3,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"LNG MARINE TRANSPORT LTD",,,JAPAN,"TOKYO ELECTRICNYKMITSUBISHI CORP",,,JAPAN,,,,,"NYK LNG SHIPMANAGEMENT LTD",,TOKYO,JAPAN,"JAPAN SHIP OWNERS P & I ASSOCIATION",,TOKYO,JAPAN,"MHI NAGASAKI SHIPYARD & ENGINE WORKS",,NAGASAKI,JAPAN,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"MITSUBISHI HEAVY INDUSTRIES",,,JAPAN,79555,,145400,-
"CHRISTOPHE DE MARGERIE",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-25 06:23:00","1d 1h 49m","MILFORD HAVEN",GB,GBMLF,,,,-,,,-,,Laden,"Not in Transit",,212611000,9737187,12.0,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"YAMAL LNG OAO",,,RUSSIA,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","UK P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96779,,172600,-
"CORAL ENERGICE",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2021-12-24 22:47:00","1d 23m",ROYTTA,FI,FIROY,,,,-,,,-,,Laden,"Not in Transit",,244090097,9783124,7.6,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",SNGC,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,,,,,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"UK P & I CLUB",,LONDON,U.K.,"MEYER NEPTUN ROSTOCK",info@neptunwerft.de,ROSTOCK,GERMANY,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"CATERPILLAR USA",,,U.S.A.,9125,,18000,-
"YAKOV GAKKEL",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-23 19:25:00","1d 6h 42m","ANTWERP ANCH",BE,,,,,-,,,-,,Laden,"Not in Transit",,311000634,9750672,11.9,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,"TEEKAY LNG PARTNERS LP TGP",,,BERMUDA,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,,,,,,,,,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,97000,,172000,-
"ENERGY NAVIGATOR",DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2021-12-23 13:02:00","1d 6h 56m",ISHIKARI,JP,JPISI,,,,-,,,-,,Laden,"Not in Transit",,432634000,9355264,9.8,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"TOKYO LNG TANKER CO LTDMITSUI OSK LINES LTD",,,JAPAN,"TOKYO LNG TANKER CO LTDMITSUI OSK LINES LTD",,,JAPAN,,,,,"MOL LNG TRANSPORT CO LTD",,,JAPAN,"JAPAN SHIP OWNERS P & I ASSOCIATION",,TOKYO,JAPAN,"KAWASAKI SAKAIDE WORKS",,SAKAIDE,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,"KAWASAKI HEAVY INDUSTRIES",Yamamoto_to@toh.khi.co.jp,KOBE,JAPAN,73640,,147558,-
"NIKOLAY URVANTSEV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-22 20:52:00","1d 1h 15m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,477327300,9750660,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LPG CARRIERS",VLGC,"YAMAL LNG OAO",,,RUSSIA,"MITSUI OSK LINES",pblmo@mail.mol.co.jp,,JAPAN,,,,,"MOL LNG TRANSPORT EUROPE LTD",idbca@molbulk.co.uk,,U.K.,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96779,,172000,-
K.JASMINE,DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2021-12-21 23:50:00","1d 12h 16m",ANJEONG,KR,KRANJ,,,,-,,,-,,"Partially Laden","Not in Transit",,352906000,9373008,9.6,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"KOREA GAS CORP",,,"SOUTH KOREA","KOREA LINE CORP",gas@korealines.co.kr,,"SOUTH KOREA",,,,,"KLC SM CO LTD",klcsm@klcsm.co.kr,,"SOUTH KOREA","UK P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","KOREAN REGISTER OF SHIPPING",krbell@krs.co.kr,BUSAN,"SOUTH KOREA",KAWASAKI,,,JAPAN,84935,,145878,-
"VLADIMIR RUSANOV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-21 17:37:00","1d 2h 48m",BILBAO,ES,ESBIO,,,,-,,,-,,Laden,"Not in Transit",,477150100,9750701,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"MOL LNG TRANSPORT EUROPE LTD",idbca@molbulk.co.uk,,U.K.,"DY MARITIME LTD",,LONDON,U.K.,,,,,"MOL LNG TRANSPORT EUROPE LTD",idbca@molbulk.co.uk,,U.K.,"UK P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96844,,172000,-
"ENERGY FRONTIER",DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2021-12-20 09:04:00","1d 9h 45m",YOKOHAMA,JP,JPYOK,,,,-,,,-,,Laden,"Not in Transit",,432420000,9245720,11.3,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"TOKYO GASMITSUI OSK",,,JAPAN,"TOKYO GASMITSUI OSK",,,JAPAN,,,,,"MOL LNG TRANSPORT CO LTD",,,JAPAN,"JAPAN SHIP OWNERS P & I ASSOCIATION",,TOKYO,JAPAN,"KAWASAKI SAKAIDE WORKS",,SAKAIDE,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,"KAWASAKI HEAVY INDUSTRIES",Yamamoto_to@toh.khi.co.jp,KOBE,JAPAN,73795,,144596,-
"EDUARD TOLL",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-20 04:23:00","2d 10h 12m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000548,9750696,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"TEEKAY SHIPPING LTD",,,BERMUDA,"TC LNG EXPLORER I LLC",,HAMILTON,BERMUDA,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,"STANDARD P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96839,,177000,-
"VLADIMIR VORONIN",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-19 00:02:00","2d 5h 14m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000632,9750737,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"CHINA LNG SHIPPING INTERNATIONAL CO",clsico@clsico.com,,CHINA,"TEEKAY LNG PARTNERS LP TGP",,,BERMUDA,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96840,,172000,-
"CORAL FUNGIA",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2021-12-18 22:53:00","20h 43m",NORD-OSTSEE-KANAL,DE,DECKL,,,,-,,,-,,"Partially Laden","Not in Transit",,636018930,9378292,7.0,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",SNGC,NOVATEK,,,RUSSIA,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,,,,,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"UK P & I CLUB",,LONDON,U.K.,"TAIZHOU WUZHOU SHIPBUILDING",wuzhoushipyard@163.com,"TAIZHOU JIANGSU",CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"CATERPILLAR USA",,,U.S.A.,10441,,10000,-
"PACIFIC ARCADIA",DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2021-12-18 06:49:00","1d 7h 36m",SHIMIZU,JP,JPSMZ,,,,-,,,-,,Laden,"Not in Transit",,311072200,9621077,11.4,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"TOKYO ELECTRIC POWER CO INC TEPCO",,,JAPAN,"N Y KTEPCO",,,JAPAN,,,,,"NYK LNG SHIPMANAGEMENT UK LTD",hitoshi.kanto@ne.nykline.com,,U.K.,"UK P & I CLUB",,LONDON,U.K.,"MHI NAGASAKI SHIPYARD & ENGINE WORKS",,NAGASAKI,JAPAN,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"MITSUBISHI HEAVY INDUSTRIES",,,JAPAN,78311,,145400,-
"CORAL FAVIA",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2021-12-17 21:53:00","1d 47m",KIEL,DE,DEKEL,,,,-,,,-,,Laden,"Not in Transit",,244168000,9378280,7.3,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",SNGC,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,,,,,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"UK P & I CLUB",,LONDON,U.K.,"TAIZHOU WUZHOU SHIPBUILDING",wuzhoushipyard@163.com,"TAIZHOU JIANGSU",CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"CATERPILLAR USA",,,U.S.A.,10445,,10000,-
"NIKOLAY ZUBOV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-17 15:48:00","1d 19h 8m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,209351000,9768526,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"DYNAGAS LTD",,,GREECE,"DYNAGAS LTD",,,GREECE,"ICBC FINANCIAL LEASING CO LTD",webmaster@icbcleasing.com,,CHINA,"DYNAGAS LTD",,,GREECE,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96865,,172000,-
"CORAL ENERGY",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2021-12-16 19:37:00","1d 3h 53m",BROFJORDEN,SE,SEBRO,,,,-,,,-,,Laden,"Not in Transit",,246878000,9617698,7.6,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",SNGC,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,,,,,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"UK P & I CLUB",,LONDON,U.K.,"MEYER NEPTUN PAPENBURG",info@meyerwerft.de,PAPENBURG,GERMANY,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"WARTSILA FINLAND",,HELSINKI,FINLAND,12268,,15600,-
"RUDOLF SAMOYLOVICH",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-16 12:32:00","1d 8h 8m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000627,9750713,10.0,,DISCHARGE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,"TC LNG EXPLORER II LLC",,GLASGOW,U.K.,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,"STANDARD P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96703,,172000,-
"BORIS DAVYDOV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-15 18:47:00","1d 5h 26m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,209356000,9768394,12.0,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"DYNAGAS LTD",,,GREECE,"DYNAGAS LTD",,,GREECE,"ICBC FINANCIAL LEASING CO LTD",webmaster@icbcleasing.com,,CHINA,"DYNAGAS LTD",,,GREECE,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96765,,172000,-
"VLADIMIR VIZE",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-15 02:26:00","1d 5h 10m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,477194200,9750658,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"MOL LNG TRANSPORT EUROPE LTD",idbca@molbulk.co.uk,,U.K.,"MITSUI OSKHOEGH LNG",,,U.K.,,,,,"MOL LNG TRANSPORT EUROPE LTD",idbca@molbulk.co.uk,,U.K.,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96851,,172600,-
"CORAL ENERGICE",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2021-12-14 22:00:00","1d 3h 8m",PORI,FI,FIPOR,,,,-,,,-,,Laden,"Not in Transit",,244090097,9783124,7.7,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",SNGC,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,,,,,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"UK P & I CLUB",,LONDON,U.K.,"MEYER NEPTUN ROSTOCK",info@neptunwerft.de,ROSTOCK,GERMANY,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"CATERPILLAR USA",,,U.S.A.,9125,,18000,-
