"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
CLOTILDE,DEPARTURE,Port,TAMAN,RU,RUTAM,"2022-03-14 23:19:00","1d 13h 10m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,215910000,9448310,10.3,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"ANCORA INVESTMENT TRUST INC",ancora@ancora.gr,,GREECE,"ANCORA INVESTMENT TRUST INC",ancora@ancora.gr,,GREECE,,,,,"ANCORA INVESTMENT TRUST INC",ancora@ancora.gr,,GREECE,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"GUANGZHOU INTERNATIONAL SHIPYARD",gsi@chinagsi.com,GUANGZHOU,CHINA,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"DALIAN MARINE DIESEL",,DALIAN,CHINA,38375,,,-
ANDROMEDA,DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-03-14 20:09:00","1d 13h 3m",GDYNIA,PL,PLGDY,,,,-,,,-,,Laden,"Not in Transit",,240597000,9315795,10.9,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,,,,,"TSAKOS COLUMBIA SHIPMANAGEMENT",shipmgrs@tcsm.gr,,GREECE,"UK P & I CLUB",,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"BW DIESEL",,COPENHAGEN,DENMARK,39378,,,-
SEAFAITH,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-14 18:45:00","18h 10m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,215515000,9843209,13.8,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"CHEVRON CORP",,,U.S.A.,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,,,,,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,,,,,111650,,,-
TAURUS,DEPARTURE,Port,VLADIVOSTOK,RU,RUVVO,"2022-03-14 13:59:00","1d 14h 12m","NAKHODKA ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,273350980,9038969,6.6,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"PIETRO BARBARO GROUP",,,ITALY,"PIETRO BARBARO GROUP",,,ITALY,,,,,,,,,"UK P & I CLUB",,LONDON,U.K.,"LOLAND VERFT",,"LEIRVIK I SOGN",NORWAY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"KRUPP MAK",,,GERMANY,10908,,,-
"NEW VISION",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-14 13:53:00","1d 7h 2m",ISTANBUL,TR,TRIST,,,,-,,,-,,Laden,"Not in Transit",,538007374,9804459,16.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,"NEW SHIPPING LTD",,,GREECE,"NEW SHIPPING LTD",,,GREECE,,,,,"NEW SHIPPING LTD",,,GREECE,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"NEW TIMES SHIPBUILDING",business@ntship.com.cn,JINGJIANG,CHINA,"KOREAN REGISTER OF SHIPPING",krbell@krs.co.kr,BUSAN,"SOUTH KOREA","HSD ENGINE",service.engine@hsdengine.com,,"SOUTH KOREA",157617,,,-
AMBELOS,DEPARTURE,Port,KOZMINO,RU,RUKOZ,"2022-03-14 13:04:00","1d 30m","NAKHODKA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000695,9801524,13.7,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"ALBERTA SHIPMANAGEMENT LTD",,,GREECE,"ALBERTA SHIPMANAGEMENT LTD",,,GREECE,,,,,"ALBERTA SHIPMANAGEMENT LTD",,,GREECE,"UK P & I CLUB",,LONDON,U.K.,,,,,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,,,,,114674,,,-
ALKINOOS,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-03-14 10:28:00","1d 11h 33m","UST-LUGA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,636020839,9792864,14.5,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"CURZON MARITIME",,,U.K.,"CAPITAL PRODUCT PARTNERS LP CPP",,,GREECE,"COSCO SHIPPING FINANCIAL CO LTD",,,CHINA,"ELETSON CORP",,,GREECE,,,,,,,,,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,,,,,109900,,,-
SEACONGER,DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-03-14 09:04:00","1d 10h 56m",AMSTERDAM,NL,NLAMS,,,,-,,,-,,Laden,"Not in Transit",,211822000,9352298,10.9,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"GERMAN TANKER SHIPPING GMBH & CO KG",info@germantanker.de,,GERMANY,"GERMAN TANKER SHIPPING GMBH & CO KG",info@germantanker.de,,GERMANY,,,,,"GERMAN TANKER SHIPPING GMBH & CO KG",info@germantanker.de,,GERMANY,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"LINDENAU SHIPYARD",info@lindenau-shipyard.de,KIEL,GERMANY,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"MAN DIESEL  TURBO",,,GERMANY,32200,,,-
FRANKOPAN,DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-03-14 08:17:00","1d 19h 7m",ROTTERDAM,NL,NLRTM,,,,-,,,-,,Laden,"Not in Transit",,238020000,9796731,14.2,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,EXXONMOBIL,,,U.S.A.,"TANKERSKA PLOVIDBA DD",info@tankerska.hr,,CROATIA,,,,,"TANKERSKA PLOVIDBA DD",info@tankerska.hr,,CROATIA,"UK P & I CLUB",,LONDON,U.K.,"DOOSAN ENGINE",,SEOUL,"SOUTH KOREA","BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,,,,,114305,,,-
GEA,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-14 04:36:00","1d 15h 50m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,215924000,9292591,9.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"IONIA MANAGEMENT SA",info@ioniaman.gr,,GREECE,"IONIA MANAGEMENT SA",info@ioniaman.gr,,GREECE,,,,,"IONIA MANAGEMENT SA",info@ioniaman.gr,,GREECE,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"SHINASB YARD",sas@isis.co.kr,TONGYOUNG,"SOUTH KOREA","BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"HSD ENGINE",service.engine@hsdengine.com,,"SOUTH KOREA",39999,,,-
"CLEAROCEAN AJAX",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-03-14 04:08:00","1d 9h 55m","UST-LUGA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,636019152,9850692,14.3,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"CLEARLAKE SHIPPING LTD",,,SWITZERLAND,"OCEANGOLD TANKERS INC",contact@oceangold.gr,,GREECE,,,,,"OCEANGOLD TANKERS INC",contact@oceangold.gr,,GREECE,,,,,,,,,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,,,,,113252,,,-
UTVIKEN,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-14 03:02:00","1d 8h 49m",CONSTANTA,RO,ROCND,,,,-,,,-,,Laden,"Not in Transit",,636018753,9411989,11.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"NORIENT PRODUCT POOL APS",all@norientpool.com,,DENMARK,"VIKEN SHIPPING AS",bjn@walco.no,,NORWAY,,,,,"WALLEM GMBH & COKG",,,GERMANY,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"BW DIESEL",,COPENHAGEN,DENMARK,37872,,,-
SEASPRAT,DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-03-13 22:57:00","1d 5h 43m",,,,,,,-,,,-,,Laden,"Not in Transit",,218057000,9380477,10.0,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYMAX/MR,"GERMAN TANKER SHIPPING GMBH & CO KG",info@germantanker.de,,GERMANY,"GERMAN TANKER SHIPPING GMBH & CO KG",info@germantanker.de,,GERMANY,,,,,"GERMAN TANKER SHIPPING GMBH & CO KG",info@germantanker.de,,GERMANY,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"LINDENAU SHIPYARD",info@lindenau-shipyard.de,KIEL,GERMANY,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"MAN DIESEL  TURBO",,,GERMANY,40597,,,-
MANDALA,DEPARTURE,Port,KOZMINO,RU,RUKOZ,"2022-03-13 20:46:00","1d 5h 52m",YANTAI,CN,CNYTG,,,,-,,,-,,Laden,"Not in Transit",,538008233,9297357,14.0,,NONE,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,TRAFIGURA,,,NETHERLANDS,"PT BUANA LINTAS LAUTAN TBK BULL",,,INDONESIA,,,,,"EXECUTIVE SHIP MANAGEMENT PTE LTD",,SINGAPORE,SINGAPORE,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"SAMSUNG SHIPBUILDING  HEAVY INDUSTRIES",isnam@samsung.co.kr,GEOJE,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"BW DIESEL",,COPENHAGEN,DENMARK,113553,,,-
SABETTA,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-03-13 20:42:00","3d 14h 25m","UST-LUGA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,477112400,9784611,14.3,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",AFRAMAX/LR2,NOVATEK,,,RUSSIA,"CARA SHIPPING PTE LTD",,SINGAPORE,SINGAPORE,,,,,"ANGLO EASTERN MANAGEMENT PTE",,SINGAPORE,SINGAPORE,"THE SWEDISH CLUB",swedish.club@swedishclub.com,GOTHENBURG,SWEDEN,"DALIAN SHIPBUILDING INDUSTRY GROUP",ds@mail.dlptt.in.cn,DALIAN,CHINA,"CHINA CLASSIFICATION SOCIETY",ccs@ccs.org.cn,BEIJING,CHINA,"DALIAN MARINE DIESEL",,DALIAN,CHINA,109986,,,-
SEASALVIA,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-13 19:45:00","3d 7h 2m","BOSPHORUS N ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,229319000,9629550,12.7,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"STX OFFSHORE & SHIPBUILDING JINHAE SHIPYARD",sales@onestx.com,JINHAE,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"STX HEAVY INDUSTRIES",,CHANGWON,"SOUTH KOREA",50660,,,-
"ADVANTAGE PRIDE",DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-03-13 19:30:00","1d 15h 21m","SILLAMAE ANCH",EE,,,,,-,,,-,,Laden,"Not in Transit",,538007534,9314806,10.9,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,TRAFIGURA,,,NETHERLANDS,"ADVANTAGE TANKERS LLC",,,SWITZERLAND,,,,,"NORDEN SYNERGY SHIP MANAGEMENT LTD",,,DENMARK,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",37311,,,-
ST.GERTRUD,DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2022-03-13 18:32:00","2d 15h 42m","NAKHODKA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,352709000,9400837,12.2,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYMAX/MR,"OETKER RUDOLF A",dry@raoshipping.biz,,GERMANY,"ABO SHOTEN",operations@abo.co.jp,,JAPAN,,,,,"EXECUTIVE SHIP MANAGEMENT PTE LTD",,SINGAPORE,SINGAPORE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"NAIKAI SHIPBUILDING TAKUMA PLANT",,TAKUMA,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,HITACHI,,,JAPAN,46622,,,-
"PK PHOENIX",DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2022-03-13 17:25:00","2d 6h 40m","NAKHODKA ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,371176000,9326902,9.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,"PETRO PASHA ENERGY ENGINEERING INDUSTRY & TRA",,,TURKEY,"PETRO PASHA ENERGY ENGINEERING INDUSTRY & TRA",,,TURKEY,,,,,"AR SHIPPING FUJAIRAH",,,"UNITED ARAB EMIRATES","ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"TROGIR SHIPYARD",repairsales@brodotrogir.hr,TROGIR,CROATIA,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,ULJANIK,,PULA,CROATIA,46042,,,-
"LIGOVSKY PROSPECT",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-13 17:01:00","1d 2h 18m","BOURGAS ANCH",BG,,,,,-,,,-,,Laden,"Not in Transit",,636011641,9256066,11.7,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"LITASCO GENEVA",,,SWITZERLAND,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","UK P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"HSD ENGINE",service.engine@hsdengine.com,,"SOUTH KOREA",114598,,,-
