"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
"GAZPROMNEFT OMSK",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-14 13:26:00","1d 5h 8m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273371330,9418509,7.0,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"GAZPROM NEFT",,,RUSSIA,"GAZPROM NEFT",,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"DORTLER SHIPYARD",,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAK MASCHINENBAU",,,GERMANY,5373,,,-
SEARUBY,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-14 12:25:00","2d 19h 23m","ISTANBUL ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,249693000,9759795,12.6,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"CHANTAL SHIPPING CORP",,ATHENS,GREECE,,,,,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,,,,,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,,,,,114073,,,-
MIKINES,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-14 12:07:00","1d 8h 34m",PORVOO,FI,FIPRV,,,,-,,,-,,Laden,"Not in Transit",,259077000,9235892,15.2,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"CHEMIKALIEN SEETRANSPORT & CO",office@cstshipping.com,,GERMANY,UNKNOWN,,,,,,,,"CHEMIKALIEN SEETRANSPORT & CO",office@cstshipping.com,,GERMANY,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"SUMITOMO HEAVY INDUSTRIES",tky_yamanouchi@shi.co.jp,YOKOSUKA,JAPAN,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"DIESEL UNITED",,TOKYO,JAPAN,106208,,,-
"SAMUEL PROSPECT",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2021-12-14 11:52:00","1d 17h 12m","ROTTERDAM ANCH",NL,,,,,-,,,-,,Laden,"Not in Transit",,636019055,9843572,14.3,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"SHELL INTERNATIONAL TRADING & SHIPPING CO",,,U.K.,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES",,,,,,,,,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,113095,,,-
"VF TANKER 15",DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2021-12-14 10:07:00","1d 4h 42m","SILLAMAE ANCH",EE,,,,,-,,,-,,Laden,"Not in Transit",,273353180,9645047,4.3,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7026,,,-
"BLACKSEA EAGLE",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-14 09:35:00","22h 49m","BOURGAS ANCH",BG,,,,,-,,,-,,Laden,"Not in Transit",,370805000,9495832,6.5,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"IMZA DENIZCILIK INSAAT TURIZM",,,TURKEY,UNKNOWN,,,,,,,,"IMZA DENIZCILIK INSAAT TURIZM",,,TURKEY,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"HAICHENG SHIPYARD",,WENLING,CHINA,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"ZICHAI BOYANG",,,CHINA,7097,,,-
COROSSOL,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-14 08:52:00","1d 11h 14m","DARDANELES WAIT AREA",TR,,,,,-,,,-,,Laden,"Not in Transit",,249550000,9395331,12.7,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"CARDIFF MARINE INC",technical@cardiff.gr,,GREECE,"TMS TANKERS LTD",qa@tmstankers.com,,GREECE,,,,,"TMS TANKERS LTD",qa@tmstankers.com,,GREECE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"WAIGAOQIAO SHIPBUILDING",biz@chinasws.com,SHANGHAI,CHINA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"HUDONG HEAVY MACHINERY",web@ahhudong.com,ANHUI,CHINA,106898,,,-
"PAVEL CHERNYSH",DEPARTURE,Port,DE-KASTRI,RU,RUDKA,"2021-12-14 06:14:00","1d 7h 45m","YEOSU ANCH",KR,,,,,-,,,-,,Laden,"Not in Transit",,212500000,9301380,14.3,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,SOVCOMFLOT,,,RUSSIA,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"BW DIESEL",,COPENHAGEN,DENMARK,101978,,,-
SYRA,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-14 06:09:00","17h 18m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,229619000,9436941,12.6,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"EASTERN MEDITERRANEAN MARITIME LTD",email@eastmed.gr,,GREECE,"EASTERN MEDITERRANEAN MARITIME LTD",email@eastmed.gr,,GREECE,,,,,"EASTERN MEDITERRANEAN MARITIME LTD",email@eastmed.gr,,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"SUMITOMO HEAVY INDUSTRIES",tky_yamanouchi@shi.co.jp,YOKOSUKA,JAPAN,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,MITSUI,,,JAPAN,105309,,,-
"OSTROV SAKHALIN",DEPARTURE,Port,PETROPAVLOVSK,RU,RUPKC,"2021-12-14 05:26:00","4d 7h 27m","NAKHODKA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273419360,9053206,8.6,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"NAYADA CO LTD",nayada@online.nakhodka.ru,,RUSSIA,"NAYADA CO LTD",nayada@online.nakhodka.ru,,RUSSIA,,,,,"NAYADA CO LTD",nayada@online.nakhodka.ru,,RUSSIA,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"NORDIC YARDS WISMAR",germany@wadanyards.com,WISMAR,GERMANY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN ENERGY SOLUTIONS",,AUGSBURG,GERMANY,18149,,,-
"GLARD 3",DEPARTURE,Port,ROSTOV-ON-DON,RU,RUROV,"2021-12-14 05:22:00","1d 18h 32m","ROSTOV-ON-DON ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273327420,9687992,3.7,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SAMARATRANSSHIPPING LTD CO",samaratransshipping@gmail.com,,RUSSIA,"SAMARATRANSSHIPPING LTD CO",samaratransshipping@gmail.com,,RUSSIA,,,,,,,,,,,,,"HAICHUAN SHIPYARD",,YANGZHOU,CHINA,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"WARTSILA FINLAND",,HELSINKI,FINLAND,6407,,,-
DELPHI,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-14 05:22:00","1d 10h 35m","DARDANELES WAIT AREA",TR,,,,,-,,,-,,Laden,"Not in Transit",,636014336,9283796,9.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,,,,,"TSAKOS COLUMBIA SHIPMANAGEMENT",shipmgrs@tcsm.gr,,GREECE,"THE LONDON P & I CLUB",london@londonpandi.com,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,HYUNDAI,,,"SOUTH KOREA",37432,,,-
"STI CLAPHAM",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-14 04:11:00","2d 11h 5m","ANTWERP ANCH",BE,,,,,-,,,-,,Laden,"Not in Transit",,538005407,9696577,10.7,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SCORPIO TANKERS INC",,,MONACO,"SCORPIO TANKERS INC",,,MONACO,,,,,"CLAUSPETER OFFEN TANKSCHIFFREEDEREI GMBH & CO",,,GERMANY,"STANDARD P & I CLUB",,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",38734,,,-
NORVIKEN,DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2021-12-14 03:34:00","1d 10h 36m",MUUGA,EE,EEMUG,,,,-,,,-,,Laden,"Not in Transit",,636018754,9412000,11.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"LITASCO GENEVA",,,SWITZERLAND,"VIKEN SHIPPING AS",bjn@walco.no,,NORWAY,,,,,"WALLEM GMBH & COKG",,,GERMANY,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"BW DIESEL",,COPENHAGEN,DENMARK,37874,,,-
"CAPT THANASIS",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-14 02:18:00","2d 20m",ROTTERDAM,NL,NLRTM,,,,-,,,-,,Laden,"Not in Transit",,538003432,9288916,9.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,,,,,"TSAKOS COLUMBIA SHIPMANAGEMENT",shipmgrs@tcsm.gr,,GREECE,"THE LONDON P & I CLUB",london@londonpandi.com,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",39999,,,-
"BALT FLOT 15",DEPARTURE,Port,AZOV,RU,RUAZO,"2021-12-14 00:39:00","1h 4m",,,,,,,-,,,-,,"Partially Laden","In Transit",,273393370,9804227,3.6,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"BF TANKER LLC",info@bftanker.com,,RUSSIA,"BF TANKER LLC",info@bftanker.com,,RUSSIA,,,,,"INOK NV",,,RUSSIA,"STANDARD P & I CLUB",,LONDON,U.K.,,,,,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,6980,,,-
"MEKHANIK EROKHIN",DEPARTURE,Port,AZOV,RU,RUAZO,"2021-12-13 23:14:00","3d 55m",DILISKELESI,TR,TRDIL,,,,-,,,-,,Laden,"Not in Transit",,273357420,9610262,3.6,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,,,,,,,,,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,5534,,,-
"VF TANKER 3",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-13 21:54:00","1d 9h 1m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273353450,9640516,4.1,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,7004,,,-
ODIN,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-13 20:05:00","17h 9m","ST PETERSBURG",RU,RULED,,,,-,,,-,,"Partially Laden","Not in Transit",,273426280,9151890,6.4,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,KONTURSPB,,,RUSSIA,KONTURSPB,,,RUSSIA,,,,,KONTURSPB,,,RUSSIA,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"QIUXIN SHIPYARD",business@qiuxin.com.cn,SHANGHAI,CHINA,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"WARTSILA NETHERLANDS",,,NETHERLANDS,8269,,,-
"AVRORA ASTRAY",DEPARTURE,Port,AZOV,RU,RUAZO,"2021-12-13 17:59:00",51m,,,,,,,-,,,-,,"Partially Laden","In Transit",,273431390,9340879,3.3,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"NAVIGATOR LCC",,,RUSSIA,"ARMATOR CO LTD",,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,5600,,,-
"VALENTIN GRUZDEV",DEPARTURE,Port,AZOV,RU,RUAZO,"2021-12-13 17:53:00","1h 36m",ROSTOV-ON-DON,RU,RUROV,,,,-,,,-,,"Partially Laden","Not in Transit",,273331580,9683714,3.2,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"MOSCOW RIVER SHIPPING CO",reception@mosrp.ru,,RUSSIA,"GAZTECH LEASING",,,RUSSIA,,,,,,,,,,,,,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,7010,,,-
"NORDIC JOSEPHINE",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2021-12-13 17:47:00","1d 12h 31m","DUNKERQUE ANCH",FR,,,,,-,,,-,,Laden,"Not in Transit",,636092955,9284374,14.1,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",PANAMAX/LR1,"UNION COMMERCIAL INC",info@unioncommercial.gr,,GREECE,"UNION COMMERCIAL INC",info@unioncommercial.gr,,GREECE,"OAKTREE CAPITAL MANAGEMET LP ",,,U.S.A.,"VIRONO UNION MARITIME SA",,,GREECE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"NEW CENTURY SHIPBUILDING",jsjdb@mx.js.cei.gov.cn,JINGJIANG,CHINA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"HUDONG HEAVY MACHINERY",web@ahhudong.com,ANHUI,CHINA,74045,,,-
