"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
DUKE,DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2022-03-15 06:17:00","1d 12h 51m",DONGHAE,KR,KRTGH,,,,-,,,-,,Laden,"Not in Transit",,441482000,9111943,9.5,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYMAX,"HANARO SHIPPING CO LTD ",,,"SOUTH KOREA","HANARO SHIPPING CO LTD ",,,"SOUTH KOREA",,,,,"DONGHWA SEA SHIPPING CO LTD",,,"SOUTH KOREA","KOREA P & I CLUB",,SEOUL,"SOUTH KOREA","OSHIMA SHIPBUILDING",shipsales@osy.co.jp,SAIKAI,JAPAN,"KOREAN REGISTER OF SHIPPING",krbell@krs.co.kr,BUSAN,"SOUTH KOREA","MITSUBISHI HEAVY INDUSTRIES",,,JAPAN,45320,,,-
"JAL TARA",DEPARTURE,Port,VOSTOCHNYY,RU,RUVYP,"2022-03-15 02:44:00","2d 17h 32m",SINGAPORE,SG,SGSIN,,,,-,,,-,,Laden,"Not in Transit",,373689000,9860544,14.5,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK","POST PANAMAX","EHIME KISEN KK",,,JAPAN,"EHIME KISEN KK",,,JAPAN,,,,,"APEX SHIP MANAGEMENT PTE LTD",,SINGAPORE,SINGAPORE,,,,,"IMABARI SHIPBUILDING MARUGAME YARD",,MARUGAME,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,,,,,84827,,,-
"NORDIC OLYMPIC",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-03-15 01:36:00","3d 17h 32m","HERRVIK ROAD",SE,,,,,-,,,-,,Laden,"Not in Transit",,538009299,9727118,11.7,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",PANAMAX,"NORDIC BULK CARRIERS AS",ops@nordicbulk.com,,DENMARK,"BULK NORDIC OLYMPIC MI CORP",,HELLERUP,DENMARK,,,,,"SEAMAR MANAGEMENT SA",bulk@seamar.gr,,GREECE,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"OSHIMA SHIPBUILDING",shipsales@osy.co.jp,SAIKAI,JAPAN,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,76180,,,-
ROSTRUM,DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-03-14 22:11:00","5d 19h 45m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,636020125,9771030,10.8,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",PANAMAX,"H VOGEMANN GMBH",,,GERMANY,"AVIA CAPITAL LEASING CYPRUS LTD",,,CYPRUS,,,,,"AVB AHRENKIEL VOGEMANN BOLTEN GMBH & CO KG",,,GERMANY,,,,,,,,,,,,,"HSD ENGINE",service.engine@hsdengine.com,,"SOUTH KOREA",63018,,,-
"AQUARIUS HONOR",DEPARTURE,Port,VOSTOCHNYY,RU,RUVYP,"2022-03-14 15:19:00","1d 18h 37m",YANGJIANG,CN,CNYJI,,,,-,,,-,,Laden,"Not in Transit",,354531000,9626572,12.8,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYMAX,"SEA RAY SHIPPING CO LTD",operator@zhijeqd.com,,"HONG KONG (CHINA)","SEA RAY SHIPPING CO LTD",operator@zhijeqd.com,,"HONG KONG (CHINA)",,,,,"V SHIPS SHANGHAI LTD",,,CHINA,"THE SWEDISH CLUB",swedish.club@swedishclub.com,GOTHENBURG,SWEDEN,"YANGZHOU GUOYU SHIPBUILDING",,YIZHENG,CHINA,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"WARTSILA MHI LINSHAN MARINE DIESEL",,QINGDAO,CHINA,57000,,,-
"VENUS J",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-14 14:39:00","1d 10h 31m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,511826000,9146819,10.7,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"ISLANDER MARINE LTD",,,LIBERIA,"FREESEAS INC",,,GREECE,,,,,"AFRICAN EXPRESS LTD",,,ROMANIA,,,,,"NAIKAI SHIPBUILDING SETODA FACTORY",naikaise@ommki.mki.hitachizosen.co.jp,ONOMICHI,JAPAN,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,HITACHI,,,JAPAN,30838,,,-
"NEFTERUDOVOZ 50M",DEPARTURE,Port,ROSTOV-ON-DON,RU,RUROV,"2022-03-14 08:56:00","15d 8h 29m",SAMSUN,TR,TRSSX,,,,-,,,-,,Laden,"Not in Transit",,613003714,8726155,3.8,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"VOLGO DON SHIPPING",vdsa@inbox.ru,VOLGOGRAD,RUSSIA,VOLGOTRANS,vt@volgotrans.com,SAMARA,RUSSIA,,,,,,,,,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"KAMA SHIPYARD",ship-kama@perm.ru,PERM,RUSSIA,,,,,LIEBKNECHT,,,GERMANY,3280,,,-
"SOC GLORY",DEPARTURE,Port,VOSTOCHNYY,RU,RUVYP,"2022-03-14 07:15:00","1d 15m",AIOI,JP,JPAIO,,,,-,,,-,,Laden,"Not in Transit",,356567000,9815305,7.4,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"SOC MARINE CO LTD ",,,JAPAN,"SOC MARINE INTERNATIONAL PAN",,TOKYO,JAPAN,,,,,"FIRST MARINE SERVICE CO",,,JAPAN,"JAPAN SHIP OWNERS P & I ASSOCIATION",,TOKYO,JAPAN,"SHIN KOCHI JYUKO",,KOCHI,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,MAKITA,,AICHI,JAPAN,16201,,,-
"PETREL S",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-14 02:57:00","1d 14h 37m","BOSPHORUS N ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,636019558,9363883,9.2,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"ARMADOR GEMI ISLETMECILIG TICARET LTD ST",,ISTANBUL,TURKEY,"ARMADOR GEMI ISLETMECILIG TICARET LTD ST",,ISTANBUL,TURKEY,,,,,,,,,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"YAMANISHI SHIPBUILDING & IRON WORKS",yamanishi@cocoa.ocn.ne.jp,ISHINOMAKI,JAPAN,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"WARTSILA FINLAND",,HELSINKI,FINLAND,19100,,,-
"TRAMP LADY",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-03-14 02:48:00","9d 4h 17m",AMSTERDAM,NL,NLAMS,,,,-,,,-,,Laden,"Not in Transit",,248110000,9286621,13.9,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",PANAMAX,"AIMS SHIPPING CORP",management@aimsshipping.com,,GREECE,"AIMS SHIPPING CORP",management@aimsshipping.com,,GREECE,,,,,"AIMS SHIPPING CORP",management@aimsshipping.com,,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"TSUNEISHI TADOTSU FACTORY",info@ts.tsuneishi.co.jp,TADOTSU,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,MITSUI,,,JAPAN,76294,,,-
"DL LAVENDER",DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2022-03-13 16:55:00","1d 11h 41m","NAKHODKA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,440102000,9657026,9.1,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"DAELIM INDUSTRIAL CO",,,"SOUTH KOREA","DAELIM INDUSTRIAL CO",,,"SOUTH KOREA",,,,,"POS SM CO LTD",,,"SOUTH KOREA","ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"SPP SHIPBUILDING TONGYOUNG SHIPYARD",nb@spp.co.kr,TONGYOUNG,"SOUTH KOREA","KOREAN REGISTER OF SHIPPING",krbell@krs.co.kr,BUSAN,"SOUTH KOREA","HSD ENGINE",service.engine@hsdengine.com,,"SOUTH KOREA",35194,,,-
"WL KIRILLOV",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-03-13 14:48:00","2d 2h 29m","UST-LUGA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,215384000,9720263,10.9,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"INOK NV",,,RUSSIA,"STATE TRANSPORT LEASING COMPANY PJSC",,,RUSSIA,,,,,"INOK NV",,,RUSSIA,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"DONGZE SHIPYARD",,NANJING,CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"YICHANG MARINE DIESEL",,,CHINA,37300,,,-
"SGV FLOT",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-03-13 12:07:00","1h 12m",ROSTOV-ON-DON,RU,RUROV,,,,-,,,-,,Laden,"In Transit",,273458830,8033089,3.8,,NONE,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"SAMARA SHIPPING",samarashipping@gmail.com,SAMARA,RUSSIA,"SAMARA SHIPPING",samarashipping@gmail.com,SAMARA,RUSSIA,,,,,,,,,,,,,"KAMA SHIPYARD",ship-kama@perm.ru,PERM,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,LIEBKNECHT,,,GERMANY,3345,,,-
"ALKADI BEY",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-13 03:12:00","1d 5h 56m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,667001738,9085675,9.2,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"TOLUNAY SHIP MANAGEMENT",,,TURKEY,"TOLUNAY SHIP MANAGEMENT",,,TURKEY,,,,,"TOLUNAY SHIP MANAGEMENT",,,TURKEY,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"SAIKI HEAVY INDUSTRIES",,SAIKI,JAPAN,,,,,"KOBE DIESEL",,,JAPAN,21964,,,-
"SEA COMMANDER",DEPARTURE,Port,MURMANSK,RU,RUMMK,"2022-03-13 02:14:00","3d 21h 16m","MURMANSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,248515000,9799783,14.2,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK","POST PANAMAX","EASTERN MEDITERRANEAN MARITIME LTD",email@eastmed.gr,,GREECE,"EASTERN MEDITERRANEAN MARITIME LTD",email@eastmed.gr,,GREECE,,,,,"EASTERN MEDITERRANEAN MARITIME LTD",email@eastmed.gr,,GREECE,,,,,,,,,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,81856,,,-
PRIDE,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-13 02:01:00","5d 15h 22m",CONSTANTA,RO,ROCND,,,,-,,,-,,Laden,"Not in Transit",,256910000,9480277,8.6,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"ATLAS GEMI ISLETMECILIGI LTD STI ",,,TURKEY,"ATLAS GEMI ISLETMECILIGI LTD STI ",,,TURKEY,,,,,,,,,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"HANGCHANG SHIPBUILDING",,LINHAI,CHINA,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"SHAANXI DIESEL",,,CHINA,16987,,,-
"CRYSTAL OCEAN",DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2022-03-13 01:53:00","2d 18h 19m",POHANG,KR,KRKPO,,,,-,,,-,,"Partially Laden","Not in Transit",,441192000,9187368,7.9,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYMAX,"DORIKO LTD",doriko@doriko.com,,"SOUTH KOREA","DORIKO LTD",doriko@doriko.com,,"SOUTH KOREA",,,,,"DORIKO LTD",doriko@doriko.com,,"SOUTH KOREA","KOREA P & I CLUB",,SEOUL,"SOUTH KOREA",JMU,,TOKYO,JAPAN,"KOREAN REGISTER OF SHIPPING",krbell@krs.co.kr,BUSAN,"SOUTH KOREA","DIESEL UNITED",,TOKYO,JAPAN,48913,,,-
"SGV FLOT",DEPARTURE,Port,YEYSK,RU,RUYEY,"2022-03-12 22:19:00","15d 13h 49m","ROSTOV-ON-DON ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273458830,8033089,3.8,,NONE,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"SAMARA SHIPPING",samarashipping@gmail.com,SAMARA,RUSSIA,"SAMARA SHIPPING",samarashipping@gmail.com,SAMARA,RUSSIA,,,,,,,,,,,,,"KAMA SHIPYARD",ship-kama@perm.ru,PERM,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,LIEBKNECHT,,,GERMANY,3345,,,-
ZAGREB,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-03-12 19:37:00","2d 17h 26m","UST-LUGA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,238249000,9384502,12.7,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK","POST PANAMAX","ATLANTSKA PLOVIDBA",atlant@atlant.hr,,CROATIA,"ATLANTSKA PLOVIDBA",atlant@atlant.hr,,CROATIA,,,,,"ATLANTSKA PLOVIDBA",atlant@atlant.hr,,CROATIA,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"JES INTERNATIONAL",biz@china-jes.com,JINGJIANG,CHINA,"CROATIAN REGISTER OF SHIPPING",iacs@crs.hr,"CALIFORNIA CA",CROATIA,"YICHANG MARINE DIESEL",,,CHINA,80300,,,-
"FPMC B 202",DEPARTURE,Port,VOSTOCHNYY,RU,RUVYP,"2022-03-12 19:27:00","1d 11h 1m","NAKHODKA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,636015386,9468231,11.2,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"FORMOSA PLASTICS MARINE CORP",chmfpmc@fpg.com.tw,,TAIWAN,"FORMOSA PLASTICS MARINE CORP",chmfpmc@fpg.com.tw,,TAIWAN,,,,,"FORMOSA PLASTICS MARINE CORP",chmfpmc@fpg.com.tw,,TAIWAN,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"SAIKI HEAVY INDUSTRIES",,SAIKI,JAPAN,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"AKASAKA DIESELS",,TOKYO,JAPAN,37189,,,-
"WADI SUDR",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-12 19:06:00","3d 16m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,622121421,9077903,12.6,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",PANAMAX,"NATIONAL NAVIGATION CO",,,EGYPT,"NATIONAL NAVIGATION CO",,,EGYPT,,,,,,,,,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"KOREA HEAVY INDUSTRIES",,SEOUL,"SOUTH KOREA",64214,,,-
"ARGO I",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-03-12 18:02:00","6d 3h 39m","DARDANELES WAIT AREA",TR,,,,,-,,,-,,Laden,"Not in Transit",,370543000,9583897,10.2,,LOAD,,,,,,Cargo,"Bulk Carrier","DRY BULK",HANDYSIZE,"SILO MANAGEMENT SA",silo@otenet.gr,,GREECE,,,,,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"UNIVERSE SHIPBUILDING YANGZHOU",hqsp@263.net,YIZHENG,CHINA,"POLISH REGISTER OF SHIPPING",mailbox@prs.pl,GDANSK,POLAND,"STX HEAVY INDUSTRIES",,CHANGWON,"SOUTH KOREA",32790,,,-
