"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
GLORISEA,DEPARTURE,Port,NAKHODKA,RU,RUNJK,"2022-02-24 13:10:00","1d 6h 16m","NAKHODKA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,477664300,9917402,6.7,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"JSC FORTUNE TANKER ZAO FORTUNA TANKER",,,RUSSIA,"JSC FORTUNE TANKER ZAO FORTUNA TANKER",,,RUSSIA,,,,,"JSC FORTUNE TANKER ZAO FORTUNA TANKER",,,RUSSIA,,,,,,,,,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"ANQING CSSC",,ANQING,CHINA,7512,,,-
"GAZPROMNEFT OMSK",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-02-24 12:36:00","18h 50m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273371330,9418509,6.8,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"GAZPROM NEFT",,,RUSSIA,"GAZPROM NEFT",,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"DORTLER SHIPYARD",,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAK MASCHINENBAU",,,GERMANY,5373,,,-
"FURE WEST",DEPARTURE,Port,BALTIYSK,RU,RUBLT,"2022-02-24 10:46:00",27m,,,,,,,-,,,-,,"Partially Laden","In Transit",,266235000,9301873,7.5,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"FURETANK REDERI AB",furetank@furetank.se,,SWEDEN,"FURETANK REDERI AB",furetank@furetank.se,,SWEDEN,,,,,"FURETANK REDERI AB",furetank@furetank.se,,SWEDEN,"THE SWEDISH CLUB",swedish.club@swedishclub.com,GOTHENBURG,SWEDEN,"EDWARD SHIPYARD",czghsesc@isdnnet.sta.net.cn,SHANGHAI,CHINA,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"CATERPILLAR USA",,,U.S.A.,17557,,,-
SEAEXPRESS,DEPARTURE,Port,TAMAN,RU,RUTAM,"2022-02-24 10:33:00","1d 15h 45m","BOSPHORUS N ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,229353000,9344019,10.2,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYMAX/MR,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"SHIN KURUSHIMA HASHIHAMA DOCKYARD",webmaster@skdy.co.jp,HASHIHAMA,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,MITSUI,,,JAPAN,45976,,,-
"ARROW STAR 1",DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-02-24 10:04:00","2d 36m",SILLAMAE,EE,EESLM,,,,-,,,-,,Laden,"Not in Transit",,256791000,9435313,7.1,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"PALMALI SHIPPING SERVICES & AGENCY CO LTD",palmali@palmali.com,,TURKEY,"PALMALI SHIPPING SERVICES & AGENCY CO LTD",palmali@palmali.com,,TURKEY,,,,,,,,,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"WARTSILA FINLAND",,HELSINKI,FINLAND,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"WARTSILA FINLAND",,HELSINKI,FINLAND,13030,,,-
ONYX,DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-02-24 09:48:00","1d 6h 2m",MUUGA,EE,EEMUG,,,,-,,,-,,Laden,"Not in Transit",,275484000,9169782,8.8,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"NT MARINE LTD AS NT MARINE ",,,ESTONIA,"NT MARINE LTD AS NT MARINE ",,,ESTONIA,,,,,,,,,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"NORDIC YARDS WISMAR",germany@wadanyards.com,WISMAR,GERMANY,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"MAN ENERGY SOLUTIONS",,AUGSBURG,GERMANY,15441,,,-
"FURE WEST",DEPARTURE,Port,SVETLY,RU,RUSTY,"2022-02-24 09:29:00","3d 17h 42m",NORD-OSTSEE-KANAL,DE,DECKL,,,,-,,,-,,"Partially Laden","Not in Transit",,266235000,9301873,7.5,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"FURETANK REDERI AB",furetank@furetank.se,,SWEDEN,"FURETANK REDERI AB",furetank@furetank.se,,SWEDEN,,,,,"FURETANK REDERI AB",furetank@furetank.se,,SWEDEN,"THE SWEDISH CLUB",swedish.club@swedishclub.com,GOTHENBURG,SWEDEN,"EDWARD SHIPYARD",czghsesc@isdnnet.sta.net.cn,SHANGHAI,CHINA,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"CATERPILLAR USA",,,U.S.A.,17557,,,-
ALAJA,DEPARTURE,Port,MAKHACHKALA,RU,RUMCX,"2022-02-24 08:01:00","22h 15m",TURKMENBASHI,TM,TMKRW,,,,-,,,-,,"Partially Laden","Not in Transit",,434122600,9702663,3.4,,DISCHARGE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"TURKMEN MARINE MERCHANT FLEET",,,TURKMENISTAN,"TURKMEN MARINE MERCHANT FLEET",,,TURKMENISTAN,,,,,,,,,,,,,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7116,,,-
"SEAWAYS HURON",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-02-24 06:41:00","1d 9h 38m","BOSPHORUS N ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,636013113,9315941,11.8,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,"NORIENT PRODUCT POOL APS",all@norientpool.com,,DENMARK,"DIAMOND S SHIPPING LLC",,,U.S.A.,"CAPITAL PRODUCT PARTNERS LP CPP",,,GREECE,"V SHIPS UK LTD",,,U.K.,"THE LONDON P & I CLUB",london@londonpandi.com,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,HYUNDAI,,,"SOUTH KOREA",47781,,,-
"RN ARKHANGELSK",DEPARTURE,Port,ARKHANGELSK,RU,RUARH,"2022-02-24 06:41:00","2d 7h 44m","ANTWERP ANCH",BE,,,,,-,,,-,,Laden,"Not in Transit",,212097000,9384435,9.2,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TRUE COURSE MARITIME AB",,,SWEDEN,ROSNEFTEFLOT,postman@rosneft.ru,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"NAVANTIA CARENAS PUERTO REAL",,"PUERTO REAL",SPAIN,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"MAN ENERGY SOLUTIONS",,AUGSBURG,GERMANY,30720,,,-
"VF TANKER 5",DEPARTURE,Port,KAVKAZ,RU,RUKZP,"2022-02-24 05:01:00","1d 15h 9m","KAVKAZ ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273355450,9640530,4.2,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,7032,,,-
"NORDIC AGNETHA",DEPARTURE,Port,TUAPSE,RU,RUTUA,"2022-02-24 04:40:00","1d 14h 18m","DARDANELES WAIT AREA",TR,,,,,-,,,-,,Laden,"Not in Transit",,564390000,9422639,10.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"UPT HANDY POOL",,,GERMANY,"TRANSPORT CAPITAL ",,SINGAPORE,SINGAPORE,"TRANSPORT CAPITAL ",,SINGAPORE,SINGAPORE,"COLUMBIA SHIPMANAGEMENT SINGAPORE PTE LTD",shipmanagement@csmsg.com,SINGAPORE,SINGAPORE,"STANDARD P & I CLUB",,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,HYUNDAI,,,"SOUTH KOREA",37791,,,-
"AVRORA REGUL",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-02-24 02:53:00",52m,,,,,,,-,,,-,,"Partially Laden","In Transit",,273433680,9300350,2.9,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"NAVIGATOR LCC",,,RUSSIA,"ARMATOR CO LTD",,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,5600,,,-
"NEW AMORGOS",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-02-24 02:39:00","1d 3h 29m","CONSTANTA ANCH",RO,,,,,-,,,-,,"Partially Laden","Not in Transit",,371458000,9370836,12.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"NEW SHIPPING LTD",,,GREECE,"NEW SHIPPING LTD",,,GREECE,,,,,"NEW SHIPPING LTD",,,GREECE,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"TSUNEISHI SHIPBUILDING",info@ts.tsuneishi.co.jp,FUKUYAMA,JAPAN,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,MITSUI,,,JAPAN,107510,,,-
RIVERA,DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-02-24 00:41:00","1d 9h 58m","NEMRUT ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,249853000,9777943,14.4,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"TMS TANKERS LTD",qa@tmstankers.com,,GREECE,"TMS TANKERS LTD",qa@tmstankers.com,,GREECE,,,,,"TMS TANKERS LTD",qa@tmstankers.com,,GREECE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"SAMSUNG SHIPBUILDING  HEAVY INDUSTRIES",isnam@samsung.co.kr,GEOJE,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,HYUNDAI,,,"SOUTH KOREA",112937,,,-
PENELOP,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-02-24 00:13:00","1d 11h 35m","GDANSK ANCH",PL,,,,,-,,,-,,Laden,"Not in Transit",,309924000,9325908,14.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"LUNDQVIST REDERIERNA AB",info@lundqvist.aland.fi,,FINLAND,"LUNDQVIST REDERIERNA AB",info@lundqvist.aland.fi,,FINLAND,,,,,"LUNDQVIST REDERIERNA AB",info@lundqvist.aland.fi,,FINLAND,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"DOOSAN ENGINE",,SEOUL,"SOUTH KOREA",115091,,,-
WILLY,DEPARTURE,Port,BALTIYSK,RU,RUBLT,"2022-02-23 22:48:00",27m,"MILFORD HAVEN",GB,GBMLF,,,,-,,,-,,Laden,"In Transit",,236213000,9268241,7.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"CARL F PETERS GMBH & CO",,,GERMANY,"CARL F PETERS GMBH & CO",,,GERMANY,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"SEDEF SHIPBUILDING",info@kalkavanshipyard.com,ISTANBUL,TURKEY,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"CATERPILLAR MOTOREN",,,GERMANY,7415,,,-
"MINERVA XANTHE",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-02-23 21:07:00","1d 23h 3m",ABIDJAN,CI,CIABJ,,,,-,,,-,,Laden,"Not in Transit",,241192000,9318010,11.2,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,TRAFIGURA,,,NETHERLANDS,"MINERVA MARINE INC",info@minervamarine.com,ATHENS,GREECE,,,,,"MINERVA MARINE INC",info@minervamarine.com,ATHENS,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"STX OFFSHORE & SHIPBUILDING JINHAE SHIPYARD",sales@onestx.com,JINHAE,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"STX HEAVY INDUSTRIES",,CHANGWON,"SOUTH KOREA",50922,,,-
"VF TANKER 2",DEPARTURE,Port,TEMRYUK,RU,RUTMR,"2022-02-23 21:05:00","3d 12h 55m","TEMRYUK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273352450,9640504,4.2,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,7019,,,-
ANGI,DEPARTURE,Port,TUAPSE,RU,RUTUA,"2022-02-23 20:54:00","1d 10h 57m","BOURGAS ANCH",BG,,,,,-,,,-,,Laden,"Not in Transit",,229599000,9253246,10.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"ANCORA INVESTMENT TRUST INC",ancora@ancora.gr,,GREECE,"ANCORA INVESTMENT TRUST INC",ancora@ancora.gr,,GREECE,,,,,"ANCORA INVESTMENT TRUST INC",ancora@ancora.gr,,GREECE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",37211,,,-
VALOR,DEPARTURE,Port,VLADIVOSTOK,RU,RUVVO,"2022-02-23 20:46:00",25m,VLADIVOSTOK,RU,RUVVO,,,,-,,,-,,"Partially Laden","In Transit",,538007496,9226009,7.8,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,,,,,,,,,"AMERICAN STEAMSHIP OWNER P & I ASSOCIATION",info@american-club.com,"NEW YORK NY",U.S.A.,"QINGSHAN SHIPYARD",cicqss@public.wh.hb.cn,WUHAN,CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"YICHANG MARINE DIESEL",,,CHINA,19819,,,-
