"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
"NIKOLAY YEVGENOV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-03-09 05:19:00","1d 7h 14m",,,,,,,-,,,-,,Laden,"Not in Transit",,311000631,9750725,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"CHINA LNG SHIPPING INTERNATIONAL CO",clsico@clsico.com,,CHINA,"TEEKAY LNG PARTNERS LP TGP",,,BERMUDA,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96821,,172000,-
"VLADIMIR RUSANOV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-03-08 15:22:00","1d 4h 33m",ZEEBRUGGE,BE,BEZEE,,,,-,,,-,,Laden,"Not in Transit",,477150100,9750701,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"MOL LNG TRANSPORT EUROPE LTD",idbca@molbulk.co.uk,,U.K.,"DY MARITIME LTD",,LONDON,U.K.,,,,,"MOL LNG TRANSPORT EUROPE LTD",idbca@molbulk.co.uk,,U.K.,"UK P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96844,,172000,-
"AMUR RIVER",DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2022-03-08 00:48:00","1d 5h 51m",NIIGATA,JP,JPKIJ,,,,-,,,-,,Laden,"Not in Transit",,538003001,9317999,11.5,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"DYNAGAS LNG PARTNERS LP",,,GREECE,"DYNAGAS LNG PARTNERS LP",,,GREECE,,,,,"DYNAGAS LTD",,,GREECE,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,HYUNDAI,,,"SOUTH KOREA",84598,,146748,-
"GEORGIY USHAKOV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-03-07 20:19:00","1d 36m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000633,9750749,11.9,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"CHINA LNG SHIPPING INTERNATIONAL CO",clsico@clsico.com,,CHINA,"TEEKAY LNG PARTNERS LP TGP",,,BERMUDA,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,96796,,172000,-
"GEORGIY BRUSILOV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-03-06 17:37:00","1d 3h 35m","SABETTA ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,212770000,9768382,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"DYNAGAS LTD",,,GREECE,"DYNAGAS LTD",,,GREECE,"ICBC FINANCIAL LEASING CO LTD",webmaster@icbcleasing.com,,CHINA,"DYNAGAS LTD",,,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96847,,172600,-
"CORAL FUNGIA",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-03-06 16:27:00","20h ",ZEEBRUGGE,BE,BEZEE,,,,-,,,-,,Laden,"Not in Transit",,636018930,9378292,7.7,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",SNGC,NOVATEK,,,RUSSIA,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,,,,,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"UK P & I CLUB",,LONDON,U.K.,"TAIZHOU WUZHOU SHIPBUILDING",wuzhoushipyard@163.com,"TAIZHOU JIANGSU",CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"CATERPILLAR USA",,,U.S.A.,10441,,10000,-
"CYGNUS PASSAGE",DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2022-03-06 14:17:00","1d 14h 43m",YOKKAICHI,JP,JPYKK,,,,-,,,-,,Laden,"Not in Transit",,309739000,9376294,11.1,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"LNG MARINE TRANSPORT LTD",,,JAPAN,"TOKYO ELECTRICNYKMITSUBISHI CORP",,,JAPAN,,,,,"NYK LNG SHIPMANAGEMENT LTD",,TOKYO,JAPAN,"JAPAN SHIP OWNERS P & I ASSOCIATION",,TOKYO,JAPAN,"MHI NAGASAKI SHIPYARD & ENGINE WORKS",,NAGASAKI,JAPAN,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"MITSUBISHI HEAVY INDUSTRIES",,,JAPAN,79555,,145400,-
"YAKOV GAKKEL",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-03-04 22:12:00","1d 53m",MONTOIR,FR,FRMTX,,,,-,,,-,,Laden,"Not in Transit",,311000634,9750672,11.9,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,"TEEKAY LNG PARTNERS LP TGP",,,BERMUDA,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,,,,,,,,,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,97000,,172000,-
"ENERGY NAVIGATOR",DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2022-03-04 12:07:00","1d 5h 58m",YOKOHAMA,JP,JPYOK,,,,-,,,-,,Laden,"Not in Transit",,432634000,9355264,11.4,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"TOKYO LNG TANKER CO LTDMITSUI OSK LINES LTD",,,JAPAN,"TOKYO LNG TANKER CO LTDMITSUI OSK LINES LTD",,,JAPAN,,,,,"MOL LNG TRANSPORT CO LTD",,,JAPAN,"JAPAN SHIP OWNERS P & I ASSOCIATION",,TOKYO,JAPAN,"KAWASAKI SAKAIDE WORKS",,SAKAIDE,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,"KAWASAKI HEAVY INDUSTRIES",Yamamoto_to@toh.khi.co.jp,KOBE,JAPAN,73640,,147558,-
"VLADIMIR VORONIN",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-03-03 19:16:00","23h 5m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000632,9750737,12.0,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"CHINA LNG SHIPPING INTERNATIONAL CO",clsico@clsico.com,,CHINA,"TEEKAY LNG PARTNERS LP TGP",,,BERMUDA,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96840,,172000,-
"CORAL ENERGICE",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-03-03 02:32:00","22h 26m",BROFJORDEN,SE,SEBRO,,,,-,,,-,,Laden,"Not in Transit",,244090097,9783124,7.6,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",SNGC,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,,,,,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"UK P & I CLUB",,LONDON,U.K.,"MEYER NEPTUN ROSTOCK",info@neptunwerft.de,ROSTOCK,GERMANY,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"CATERPILLAR USA",,,U.S.A.,9125,,18000,-
"VLADIMIR VORONIN",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-03-02 18:54:00",44m,SABETTA,RU,RUSAB,,,,-,,,-,,"Partially Laden","Not in Transit",,311000632,9750737,11.0,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"CHINA LNG SHIPPING INTERNATIONAL CO",clsico@clsico.com,,CHINA,"TEEKAY LNG PARTNERS LP TGP",,,BERMUDA,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96840,,172000,-
"GRAND MEREYA",DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2022-03-02 09:22:00","1d 3m",ANEGASAKI,JP,JPANE,,,,-,,,-,,Laden,"Not in Transit",,209856000,9338929,11.5,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"MITSUI OSKPRIMORSK SHIPPING",,,JAPAN,"MITSUI OSKPRIMORSK SHIPPING",,,JAPAN,,,,,"MOL LNG TRANSPORT CO LTD",,,JAPAN,"JAPAN SHIP OWNERS P & I ASSOCIATION",,TOKYO,JAPAN,"MITSUI ICHIHARA ENGINEERING & SHIPBUILDING",prdept@mes.co.jp,ICHIHARA,JAPAN,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"MITSUBISHI HEAVY INDUSTRIES",,,JAPAN,74497,,145964,-
"CORAL ENERGY",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-03-01 23:04:00","1d 1h 23m","ROTTERDAM MAASVLAKTE",NL,NLMSV,,,,-,,,-,,Laden,"Not in Transit",,246878000,9617698,7.7,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",SNGC,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,,,,,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"UK P & I CLUB",,LONDON,U.K.,"MEYER NEPTUN PAPENBURG",info@meyerwerft.de,PAPENBURG,GERMANY,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"WARTSILA FINLAND",,HELSINKI,FINLAND,12268,,15600,-
"RUDOLF SAMOYLOVICH",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-03-01 04:22:00","1d 5h 25m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000627,9750713,11.9,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,"TC LNG EXPLORER II LLC",,GLASGOW,U.K.,,,,,"TEEKAY SHIPPING GLASGOW LTD",_officemadrid@teekay.com,,U.K.,"STANDARD P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96703,,172000,-
"CORAL FAVIA",DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-02-28 14:07:00","19h 54m","VYSOTSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,244168000,9378280,7.3,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",SNGC,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,,,,,"ANTHONY VEDER REDERIJZAKEN BV",shipman@anthonyveder.com,,NETHERLANDS,"UK P & I CLUB",,LONDON,U.K.,"TAIZHOU WUZHOU SHIPBUILDING",wuzhoushipyard@163.com,"TAIZHOU JIANGSU",CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"CATERPILLAR USA",,,U.S.A.,10445,,10000,-
K.JASMINE,DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2022-02-28 13:12:00","1d 6h 28m",HOSAN,KR,KRHAS,,,,-,,,-,,"Partially Laden","Not in Transit",,352906000,9373008,9.3,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"KOREA GAS CORP",,,"SOUTH KOREA","KOREA LINE CORP",gas@korealines.co.kr,,"SOUTH KOREA",,,,,"KLC SM CO LTD",klcsm@klcsm.co.kr,,"SOUTH KOREA","UK P & I CLUB",,LONDON,U.K.,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","KOREAN REGISTER OF SHIPPING",krbell@krs.co.kr,BUSAN,"SOUTH KOREA",KAWASAKI,,,JAPAN,84935,,145878,-
"BORIS DAVYDOV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-02-28 12:18:00","1d 7h 46m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,209356000,9768394,12.0,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"DYNAGAS LTD",,,GREECE,"DYNAGAS LTD",,,GREECE,"ICBC FINANCIAL LEASING CO LTD",webmaster@icbcleasing.com,,CHINA,"DYNAGAS LTD",,,GREECE,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96765,,172000,-
"FEDOR LITKE",DEPARTURE,Port,SABETTA,RU,RUSAB,"2022-02-27 20:23:00","1d 2h 17m","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,212660000,9768370,12.0,,NONE,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"DYNAGAS LTD",,,GREECE,"DYNAGAS LTD",,,GREECE,"ICBC FINANCIAL LEASING CO LTD",webmaster@icbcleasing.com,,CHINA,"DYNAGAS LTD",,,GREECE,,,,,"DAEWOO SHIPBUILDING & MARINE ENGINEERING",swirifish@dsme.co.kr,GEOJE,"SOUTH KOREA","RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"ABB MARINE  PORTS",,ZURICH,SWITZERLAND,96839,,177000,-
"GRAND ANIVA",DEPARTURE,Port,PRIGORODNOYE,RU,RUPGN,"2022-02-26 23:55:00","1d 2h 44m",TIANJIN,CN,CNTXG,,,,-,,,-,,Laden,"Not in Transit",,212883000,9338955,11.2,,LOAD,,,,,,Tanker,"LNG Tanker","LNG CARRIERS",LNGC,"SHELL INTERNATIONAL TRADING & SHIPPING CO",,,U.K.,SOVCOMFLOTNYK,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","UK P & I CLUB",,LONDON,U.K.,"MHI NAGASAKI SHIPYARD & ENGINE WORKS",,NAGASAKI,JAPAN,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"MITSUBISHI HEAVY INDUSTRIES",,,JAPAN,74044,,145000,-
